job_id,crane_id,yard_block,job_type,moves_planned,moves_min_accept,start_time_utc,end_time_utc
JOB_001017,CR_14,YB_02,retrieval,8,8,2025-01-08 19:00:00+00:00,2025-01-08 19:45:00+00:00
JOB_001080,CR_07,YB_07,retrieval,13,11,2025-01-08 19:00:00+00:00,2025-01-08 20:15:00+00:00
JOB_001073,CR_06,YB_06,shuttle,8,8,2025-01-08 19:00:00+00:00,2025-01-08 19:15:00+00:00
JOB_001034,CR_04,YB_04,retrieval,21,17,2025-01-08 20:00:00+00:00,2025-01-08 20:30:00+00:00
JOB_001056,CR_05,YB_05,retrieval,17,14,2025-01-08 20:00:00+00:00,2025-01-08 21:30:00+00:00
JOB_001068,CR_06,YB_06,retrieval,17,12,2025-01-08 20:00:00+00:00,2025-01-08 20:15:00+00:00
JOB_001026,CR_03,YB_03,stacking,8,8,2025-01-08 20:00:00+00:00,2025-01-08 20:15:00+00:00
JOB_001134,CR_11,YB_11,retrieval,15,11,2025-01-08 20:00:00+00:00,2025-01-08 20:15:00+00:00
JOB_001116,CR_10,YB_10,retrieval,19,16,2025-01-08 20:00:00+00:00,2025-01-08 20:30:00+00:00
JOB_001098,CR_08,YB_08,retrieval,12,9,2025-01-08 20:00:00+00:00,2025-01-08 21:30:00+00:00
JOB_001069,CR_06,YB_06,stacking,21,18,2025-01-08 20:00:00+00:00,2025-01-08 21:15:00+00:00
JOB_000998,CR_13,YB_01,stacking,27,25,2025-01-08 21:00:00+00:00,2025-01-08 21:45:00+00:00
JOB_001141,CR_11,YB_11,retrieval,9,8,2025-01-08 21:00:00+00:00,2025-01-08 22:30:00+00:00
JOB_001106,CR_09,YB_09,shuttle,19,16,2025-01-08 21:00:00+00:00,2025-01-08 21:45:00+00:00
JOB_001013,CR_02,YB_02,retrieval,30,27,2025-01-08 21:00:00+00:00,2025-01-08 22:30:00+00:00
JOB_001109,CR_09,YB_09,stacking,20,15,2025-01-08 21:00:00+00:00,2025-01-08 21:30:00+00:00
JOB_001128,CR_11,YB_11,retrieval,19,17,2025-01-08 21:00:00+00:00,2025-01-08 21:15:00+00:00
JOB_001049,CR_05,YB_05,stacking,14,12,2025-01-08 21:00:00+00:00,2025-01-08 22:30:00+00:00
JOB_001027,CR_03,YB_03,shuttle,24,20,2025-01-08 21:00:00+00:00,2025-01-08 22:15:00+00:00
JOB_001052,CR_05,YB_05,shuttle,17,13,2025-01-08 21:00:00+00:00,2025-01-08 21:30:00+00:00
JOB_001063,CR_06,YB_06,shuttle,13,10,2025-01-08 21:00:00+00:00,2025-01-08 22:30:00+00:00
JOB_001033,CR_15,YB_03,retrieval,17,12,2025-01-08 21:00:00+00:00,2025-01-08 22:00:00+00:00
JOB_001010,CR_02,YB_02,retrieval,30,25,2025-01-08 22:00:00+00:00,2025-01-08 22:45:00+00:00
JOB_000997,CR_01,YB_01,retrieval,26,21,2025-01-08 22:00:00+00:00,2025-01-08 22:45:00+00:00
JOB_001029,CR_03,YB_03,stacking,13,11,2025-01-08 22:00:00+00:00,2025-01-08 22:30:00+00:00
JOB_001082,CR_07,YB_07,stacking,19,17,2025-01-08 22:00:00+00:00,2025-01-08 23:30:00+00:00
JOB_001092,CR_08,YB_08,shuttle,14,12,2025-01-08 22:00:00+00:00,2025-01-08 22:45:00+00:00
JOB_001044,CR_05,YB_05,retrieval,14,10,2025-01-08 22:00:00+00:00,2025-01-08 22:30:00+00:00
JOB_001071,CR_06,YB_06,stacking,16,14,2025-01-08 22:00:00+00:00,2025-01-08 22:30:00+00:00
JOB_001178,CR_03,YB_03,stacking,25,21,2025-01-09 06:00:00+00:00,2025-01-09 06:30:00+00:00
JOB_001173,CR_14,YB_02,stacking,20,16,2025-01-09 06:00:00+00:00,2025-01-09 06:30:00+00:00
JOB_001237,CR_07,YB_07,shuttle,24,19,2025-01-09 06:00:00+00:00,2025-01-09 07:00:00+00:00
JOB_001295,CR_12,YB_12,stacking,20,16,2025-01-09 06:00:00+00:00,2025-01-09 06:15:00+00:00
JOB_001170,CR_02,YB_02,retrieval,13,8,2025-01-09 06:00:00+00:00,2025-01-09 06:15:00+00:00
JOB_001284,CR_11,YB_11,shuttle,14,11,2025-01-09 06:00:00+00:00,2025-01-09 07:30:00+00:00
JOB_001233,CR_07,YB_07,shuttle,11,9,2025-01-09 07:00:00+00:00,2025-01-09 08:30:00+00:00
JOB_001159,CR_01,YB_01,stacking,17,13,2025-01-09 07:00:00+00:00,2025-01-09 07:15:00+00:00
JOB_001287,CR_12,YB_12,stacking,21,16,2025-01-09 07:00:00+00:00,2025-01-09 08:30:00+00:00
JOB_001290,CR_12,YB_12,retrieval,25,23,2025-01-09 07:00:00+00:00,2025-01-09 08:30:00+00:00
JOB_001244,CR_08,YB_08,retrieval,25,23,2025-01-09 08:00:00+00:00,2025-01-09 09:15:00+00:00
JOB_001281,CR_11,YB_11,retrieval,11,8,2025-01-09 08:00:00+00:00,2025-01-09 08:30:00+00:00
JOB_001232,CR_07,YB_07,stacking,28,23,2025-01-09 08:00:00+00:00,2025-01-09 08:45:00+00:00
JOB_001193,CR_04,YB_04,retrieval,19,15,2025-01-09 08:00:00+00:00,2025-01-09 08:45:00+00:00
JOB_001269,CR_10,YB_10,retrieval,14,10,2025-01-09 08:00:00+00:00,2025-01-09 08:15:00+00:00
JOB_001276,CR_11,YB_11,retrieval,26,24,2025-01-09 08:00:00+00:00,2025-01-09 08:30:00+00:00
JOB_001162,CR_02,YB_02,retrieval,8,8,2025-01-09 08:00:00+00:00,2025-01-09 08:15:00+00:00
JOB_001152,CR_01,YB_01,shuttle,27,24,2025-01-09 08:00:00+00:00,2025-01-09 08:15:00+00:00
JOB_001177,CR_15,YB_03,shuttle,8,8,2025-01-09 09:00:00+00:00,2025-01-09 10:30:00+00:00
JOB_001223,CR_06,YB_06,retrieval,22,20,2025-01-09 09:00:00+00:00,2025-01-09 10:30:00+00:00
JOB_001246,CR_08,YB_08,retrieval,16,11,2025-01-09 09:00:00+00:00,2025-01-09 10:30:00+00:00
JOB_001209,CR_05,YB_05,retrieval,19,14,2025-01-09 09:00:00+00:00,2025-01-09 10:00:00+00:00
JOB_001172,CR_14,YB_02,shuttle,14,9,2025-01-09 09:00:00+00:00,2025-01-09 10:30:00+00:00
JOB_001228,CR_07,YB_07,shuttle,14,12,2025-01-09 10:00:00+00:00,2025-01-09 10:45:00+00:00
JOB_001282,CR_11,YB_11,retrieval,14,10,2025-01-09 11:00:00+00:00,2025-01-09 12:00:00+00:00
JOB_001283,CR_11,YB_11,stacking,16,14,2025-01-09 11:00:00+00:00,2025-01-09 12:30:00+00:00
JOB_001231,CR_07,YB_07,stacking,20,18,2025-01-09 11:00:00+00:00,2025-01-09 12:30:00+00:00
JOB_001292,CR_12,YB_12,stacking,23,21,2025-01-09 11:00:00+00:00,2025-01-09 11:30:00+00:00
JOB_001194,CR_04,YB_04,retrieval,9,8,2025-01-09 11:00:00+00:00,2025-01-09 12:15:00+00:00
JOB_001155,CR_13,YB_01,stacking,19,17,2025-01-09 11:00:00+00:00,2025-01-09 11:30:00+00:00
JOB_001157,CR_01,YB_01,retrieval,14,9,2025-01-09 11:00:00+00:00,2025-01-09 12:15:00+00:00
JOB_001187,CR_04,YB_04,stacking,22,17,2025-01-09 11:00:00+00:00,2025-01-09 11:15:00+00:00
JOB_001250,CR_09,YB_09,stacking,14,9,2025-01-09 12:00:00+00:00,2025-01-09 12:45:00+00:00
JOB_001249,CR_08,YB_08,retrieval,12,9,2025-01-09 12:00:00+00:00,2025-01-09 12:15:00+00:00
JOB_001203,CR_05,YB_05,stacking,8,8,2025-01-09 12:00:00+00:00,2025-01-09 12:30:00+00:00
JOB_001204,CR_05,YB_05,retrieval,24,22,2025-01-09 12:00:00+00:00,2025-01-09 12:30:00+00:00
JOB_001164,CR_02,YB_02,retrieval,19,14,2025-01-09 12:00:00+00:00,2025-01-09 12:15:00+00:00
JOB_001234,CR_07,YB_07,retrieval,16,13,2025-01-09 12:00:00+00:00,2025-01-09 12:15:00+00:00
JOB_001160,CR_14,YB_02,retrieval,20,18,2025-01-09 12:00:00+00:00,2025-01-09 12:45:00+00:00
JOB_001221,CR_06,YB_06,stacking,14,10,2025-01-09 12:00:00+00:00,2025-01-09 13:30:00+00:00
JOB_001264,CR_09,YB_09,stacking,24,22,2025-01-09 13:00:00+00:00,2025-01-09 13:30:00+00:00
JOB_001198,CR_05,YB_05,retrieval,20,16,2025-01-09 13:00:00+00:00,2025-01-09 14:15:00+00:00
JOB_001219,CR_06,YB_06,stacking,16,12,2025-01-09 13:00:00+00:00,2025-01-09 14:30:00+00:00
JOB_001208,CR_05,YB_05,stacking,15,13,2025-01-09 13:00:00+00:00,2025-01-09 14:30:00+00:00
JOB_001163,CR_02,YB_02,stacking,18,14,2025-01-09 13:00:00+00:00,2025-01-09 13:15:00+00:00
JOB_001190,CR_16,YB_04,retrieval,11,9,2025-01-09 13:00:00+00:00,2025-01-09 14:15:00+00:00
JOB_001230,CR_07,YB_07,shuttle,12,8,2025-01-09 13:00:00+00:00,2025-01-09 13:45:00+00:00
JOB_001268,CR_10,YB_10,stacking,30,28,2025-01-09 14:00:00+00:00,2025-01-09 14:45:00+00:00
JOB_001225,CR_06,YB_06,stacking,11,8,2025-01-09 14:00:00+00:00,2025-01-09 14:30:00+00:00
JOB_001263,CR_09,YB_09,stacking,27,25,2025-01-09 14:00:00+00:00,2025-01-09 15:00:00+00:00
JOB_001189,CR_16,YB_04,retrieval,17,12,2025-01-09 14:00:00+00:00,2025-01-09 14:15:00+00:00
JOB_001222,CR_06,YB_06,retrieval,18,13,2025-01-09 14:00:00+00:00,2025-01-09 14:45:00+00:00
JOB_001251,CR_09,YB_09,retrieval,10,8,2025-01-09 15:00:00+00:00,2025-01-09 15:15:00+00:00
JOB_001285,CR_11,YB_11,retrieval,29,25,2025-01-09 15:00:00+00:00,2025-01-09 15:30:00+00:00
JOB_001224,CR_06,YB_06,retrieval,29,24,2025-01-09 15:00:00+00:00,2025-01-09 15:15:00+00:00
JOB_001275,CR_10,YB_10,stacking,11,8,2025-01-09 15:00:00+00:00,2025-01-09 15:45:00+00:00
JOB_001183,CR_16,YB_04,retrieval,24,19,2025-01-09 15:00:00+00:00,2025-01-09 15:45:00+00:00
JOB_001272,CR_10,YB_10,retrieval,14,12,2025-01-09 15:00:00+00:00,2025-01-09 15:30:00+00:00
JOB_001180,CR_15,YB_03,stacking,16,13,2025-01-09 15:00:00+00:00,2025-01-09 16:15:00+00:00
JOB_001197,CR_05,YB_05,stacking,15,11,2025-01-09 15:00:00+00:00,2025-01-09 15:30:00+00:00
JOB_001227,CR_06,YB_06,retrieval,30,25,2025-01-09 16:00:00+00:00,2025-01-09 17:30:00+00:00
JOB_001206,CR_05,YB_05,retrieval,13,9,2025-01-09 16:00:00+00:00,2025-01-09 16:45:00+00:00
JOB_001174,CR_03,YB_03,stacking,30,27,2025-01-09 16:00:00+00:00,2025-01-09 16:45:00+00:00
JOB_001291,CR_12,YB_12,stacking,16,12,2025-01-09 16:00:00+00:00,2025-01-09 17:30:00+00:00
JOB_001278,CR_11,YB_11,retrieval,11,8,2025-01-09 16:00:00+00:00,2025-01-09 17:00:00+00:00
JOB_001240,CR_08,YB_08,shuttle,8,8,2025-01-09 16:00:00+00:00,2025-01-09 17:30:00+00:00
JOB_001253,CR_09,YB_09,stacking,8,8,2025-01-09 16:00:00+00:00,2025-01-09 16:15:00+00:00
JOB_001213,CR_06,YB_06,stacking,17,12,2025-01-09 16:00:00+00:00,2025-01-09 16:15:00+00:00
JOB_001242,CR_08,YB_08,shuttle,25,22,2025-01-09 16:00:00+00:00,2025-01-09 16:15:00+00:00
JOB_001257,CR_09,YB_09,stacking,14,9,2025-01-09 16:00:00+00:00,2025-01-09 17:00:00+00:00
JOB_001239,CR_08,YB_08,stacking,17,13,2025-01-09 16:00:00+00:00,2025-01-09 17:00:00+00:00
JOB_001199,CR_05,YB_05,retrieval,30,25,2025-01-09 16:00:00+00:00,2025-01-09 17:00:00+00:00
JOB_001179,CR_15,YB_03,stacking,10,8,2025-01-09 16:00:00+00:00,2025-01-09 17:30:00+00:00
JOB_001235,CR_07,YB_07,retrieval,23,19,2025-01-09 17:00:00+00:00,2025-01-09 17:30:00+00:00
JOB_001294,CR_12,YB_12,stacking,13,9,2025-01-09 17:00:00+00:00,2025-01-09 17:45:00+00:00
JOB_001293,CR_12,YB_12,shuttle,13,9,2025-01-09 17:00:00+00:00,2025-01-09 18:15:00+00:00
JOB_001176,CR_15,YB_03,stacking,15,10,2025-01-09 17:00:00+00:00,2025-01-09 17:15:00+00:00
JOB_001241,CR_08,YB_08,retrieval,14,12,2025-01-09 17:00:00+00:00,2025-01-09 17:30:00+00:00
JOB_001289,CR_12,YB_12,stacking,9,8,2025-01-09 17:00:00+00:00,2025-01-09 18:30:00+00:00
JOB_001181,CR_03,YB_03,stacking,20,16,2025-01-09 17:00:00+00:00,2025-01-09 18:15:00+00:00
JOB_001271,CR_10,YB_10,retrieval,17,12,2025-01-09 17:00:00+00:00,2025-01-09 18:00:00+00:00
JOB_001254,CR_09,YB_09,retrieval,17,12,2025-01-09 17:00:00+00:00,2025-01-09 17:45:00+00:00
JOB_001211,CR_05,YB_05,shuttle,17,12,2025-01-09 17:00:00+00:00,2025-01-09 17:45:00+00:00
JOB_001260,CR_09,YB_09,retrieval,26,23,2025-01-09 17:00:00+00:00,2025-01-09 18:15:00+00:00
JOB_001184,CR_16,YB_04,stacking,24,22,2025-01-09 17:00:00+00:00,2025-01-09 17:15:00+00:00
JOB_001274,CR_10,YB_10,stacking,24,20,2025-01-09 18:00:00+00:00,2025-01-09 18:45:00+00:00
JOB_001266,CR_10,YB_10,retrieval,19,17,2025-01-09 18:00:00+00:00,2025-01-09 18:45:00+00:00
JOB_001256,CR_09,YB_09,stacking,14,10,2025-01-09 18:00:00+00:00,2025-01-09 19:00:00+00:00
JOB_001245,CR_08,YB_08,retrieval,8,8,2025-01-09 18:00:00+00:00,2025-01-09 19:00:00+00:00
JOB_001169,CR_02,YB_02,retrieval,23,21,2025-01-09 18:00:00+00:00,2025-01-09 19:15:00+00:00
JOB_001192,CR_16,YB_04,stacking,14,9,2025-01-09 18:00:00+00:00,2025-01-09 18:15:00+00:00
JOB_001212,CR_06,YB_06,retrieval,14,11,2025-01-09 18:00:00+00:00,2025-01-09 19:15:00+00:00
JOB_001215,CR_06,YB_06,stacking,8,8,2025-01-09 18:00:00+00:00,2025-01-09 18:45:00+00:00
JOB_001218,CR_06,YB_06,retrieval,27,25,2025-01-09 18:00:00+00:00,2025-01-09 18:45:00+00:00
JOB_001202,CR_05,YB_05,stacking,11,8,2025-01-09 19:00:00+00:00,2025-01-09 19:45:00+00:00
JOB_001168,CR_02,YB_02,stacking,18,13,2025-01-09 19:00:00+00:00,2025-01-09 19:30:00+00:00
JOB_001248,CR_08,YB_08,stacking,8,8,2025-01-09 19:00:00+00:00,2025-01-09 20:00:00+00:00
JOB_001238,CR_08,YB_08,retrieval,20,17,2025-01-09 19:00:00+00:00,2025-01-09 19:45:00+00:00
JOB_001210,CR_05,YB_05,stacking,15,10,2025-01-09 19:00:00+00:00,2025-01-09 20:00:00+00:00
JOB_001273,CR_10,YB_10,retrieval,14,10,2025-01-09 19:00:00+00:00,2025-01-09 19:15:00+00:00
JOB_001216,CR_06,YB_06,shuttle,15,13,2025-01-09 19:00:00+00:00,2025-01-09 19:45:00+00:00
JOB_001186,CR_16,YB_04,shuttle,19,14,2025-01-09 19:00:00+00:00,2025-01-09 19:30:00+00:00
JOB_001288,CR_12,YB_12,stacking,15,11,2025-01-09 19:00:00+00:00,2025-01-09 19:45:00+00:00
JOB_001267,CR_10,YB_10,retrieval,15,13,2025-01-09 19:00:00+00:00,2025-01-09 19:30:00+00:00
JOB_001258,CR_09,YB_09,stacking,18,13,2025-01-09 19:00:00+00:00,2025-01-09 20:15:00+00:00
JOB_001154,CR_13,YB_01,retrieval,16,11,2025-01-09 20:00:00+00:00,2025-01-09 21:15:00+00:00
JOB_001185,CR_04,YB_04,stacking,26,24,2025-01-09 20:00:00+00:00,2025-01-09 20:30:00+00:00
JOB_001236,CR_07,YB_07,retrieval,14,10,2025-01-09 20:00:00+00:00,2025-01-09 20:45:00+00:00
JOB_001226,CR_06,YB_06,stacking,26,24,2025-01-09 20:00:00+00:00,2025-01-09 20:15:00+00:00
JOB_001166,CR_02,YB_02,retrieval,17,14,2025-01-09 20:00:00+00:00,2025-01-09 21:00:00+00:00
JOB_001158,CR_01,YB_01,stacking,10,8,2025-01-09 20:00:00+00:00,2025-01-09 21:15:00+00:00
JOB_001182,CR_16,YB_04,retrieval,23,19,2025-01-09 20:00:00+00:00,2025-01-09 20:45:00+00:00
JOB_001255,CR_09,YB_09,stacking,30,26,2025-01-09 20:00:00+00:00,2025-01-09 20:30:00+00:00
JOB_001165,CR_02,YB_02,stacking,18,15,2025-01-09 21:00:00+00:00,2025-01-09 21:30:00+00:00
JOB_001277,CR_11,YB_11,stacking,25,20,2025-01-09 21:00:00+00:00,2025-01-09 22:30:00+00:00
JOB_001280,CR_11,YB_11,retrieval,8,8,2025-01-09 21:00:00+00:00,2025-01-09 22:15:00+00:00
JOB_001153,CR_13,YB_01,stacking,17,15,2025-01-09 21:00:00+00:00,2025-01-09 21:15:00+00:00
JOB_001205,CR_05,YB_05,stacking,15,10,2025-01-09 21:00:00+00:00,2025-01-09 22:00:00+00:00
JOB_001200,CR_05,YB_05,retrieval,10,8,2025-01-09 21:00:00+00:00,2025-01-09 22:30:00+00:00
JOB_001201,CR_05,YB_05,retrieval,19,17,2025-01-09 21:00:00+00:00,2025-01-09 21:45:00+00:00
JOB_001262,CR_09,YB_09,retrieval,20,15,2025-01-09 21:00:00+00:00,2025-01-09 22:15:00+00:00
JOB_001259,CR_09,YB_09,shuttle,24,20,2025-01-09 21:00:00+00:00,2025-01-09 22:00:00+00:00
JOB_001161,CR_02,YB_02,stacking,15,10,2025-01-09 21:00:00+00:00,2025-01-09 22:30:00+00:00
JOB_001220,CR_06,YB_06,retrieval,30,28,2025-01-09 21:00:00+00:00,2025-01-09 21:15:00+00:00
JOB_001156,CR_13,YB_01,retrieval,17,15,2025-01-09 21:00:00+00:00,2025-01-09 22:15:00+00:00
JOB_001196,CR_16,YB_04,stacking,12,8,2025-01-09 21:00:00+00:00,2025-01-09 21:30:00+00:00
JOB_001279,CR_11,YB_11,stacking,21,17,2025-01-09 21:00:00+00:00,2025-01-09 22:15:00+00:00
JOB_001286,CR_12,YB_12,retrieval,19,16,2025-01-09 22:00:00+00:00,2025-01-09 22:45:00+00:00
JOB_001175,CR_15,YB_03,stacking,10,8,2025-01-09 22:00:00+00:00,2025-01-09 22:45:00+00:00
JOB_001265,CR_09,YB_09,shuttle,13,9,2025-01-09 22:00:00+00:00,2025-01-09 22:45:00+00:00
JOB_001261,CR_09,YB_09,shuttle,8,8,2025-01-09 22:00:00+00:00,2025-01-09 22:30:00+00:00
JOB_001252,CR_09,YB_09,stacking,9,8,2025-01-09 22:00:00+00:00,2025-01-09 22:15:00+00:00
JOB_001247,CR_08,YB_08,retrieval,21,16,2025-01-09 22:00:00+00:00,2025-01-09 23:30:00+00:00
JOB_001243,CR_08,YB_08,retrieval,25,20,2025-01-09 22:00:00+00:00,2025-01-09 23:30:00+00:00
JOB_001229,CR_07,YB_07,stacking,14,11,2025-01-09 22:00:00+00:00,2025-01-09 22:45:00+00:00
JOB_001217,CR_06,YB_06,stacking,17,15,2025-01-09 22:00:00+00:00,2025-01-09 22:45:00+00:00
JOB_001214,CR_06,YB_06,shuttle,18,16,2025-01-09 22:00:00+00:00,2025-01-09 23:15:00+00:00
JOB_001207,CR_05,YB_05,stacking,14,12,2025-01-09 22:00:00+00:00,2025-01-09 23:30:00+00:00
JOB_001195,CR_04,YB_04,stacking,16,12,2025-01-09 22:00:00+00:00,2025-01-09 22:15:00+00:00
JOB_001191,CR_16,YB_04,retrieval,14,10,2025-01-09 22:00:00+00:00,2025-01-09 23:00:00+00:00
JOB_001188,CR_04,YB_04,retrieval,13,9,2025-01-09 22:00:00+00:00,2025-01-09 23:15:00+00:00
JOB_001270,CR_10,YB_10,stacking,16,14,2025-01-09 22:00:00+00:00,2025-01-09 23:00:00+00:00
JOB_001171,CR_14,YB_02,stacking,21,18,2025-01-09 22:00:00+00:00,2025-01-09 22:30:00+00:00
JOB_001167,CR_02,YB_02,stacking,14,11,2025-01-09 22:00:00+00:00,2025-01-09 22:45:00+00:00
JOB_001352,CR_16,YB_04,retrieval,22,17,2025-01-10 06:00:00+00:00,2025-01-10 07:00:00+00:00
JOB_001318,CR_02,YB_02,stacking,12,10,2025-01-10 06:00:00+00:00,2025-01-10 06:30:00+00:00
JOB_001444,CR_12,YB_12,stacking,16,12,2025-01-10 06:00:00+00:00,2025-01-10 06:15:00+00:00
JOB_001393,CR_08,YB_08,retrieval,17,12,2025-01-10 07:00:00+00:00,2025-01-10 08:30:00+00:00
JOB_001386,CR_07,YB_07,retrieval,11,8,2025-01-10 07:00:00+00:00,2025-01-10 08:30:00+00:00
JOB_001426,CR_11,YB_11,retrieval,17,12,2025-01-10 08:00:00+00:00,2025-01-10 08:30:00+00:00
JOB_001417,CR_10,YB_10,retrieval,27,23,2025-01-10 08:00:00+00:00,2025-01-10 09:30:00+00:00
JOB_001381,CR_07,YB_07,stacking,17,15,2025-01-10 08:00:00+00:00,2025-01-10 08:30:00+00:00
JOB_001365,CR_05,YB_05,stacking,24,19,2025-01-10 08:00:00+00:00,2025-01-10 08:30:00+00:00
JOB_001449,CR_12,YB_12,stacking,30,26,2025-01-10 08:00:00+00:00,2025-01-10 09:00:00+00:00
JOB_001309,CR_13,YB_01,stacking,15,13,2025-01-10 08:00:00+00:00,2025-01-10 08:30:00+00:00
JOB_001375,CR_06,YB_06,retrieval,21,18,2025-01-10 08:00:00+00:00,2025-01-10 09:15:00+00:00
JOB_001436,CR_11,YB_11,retrieval,16,11,2025-01-10 09:00:00+00:00,2025-01-10 09:30:00+00:00
JOB_001443,CR_12,YB_12,stacking,14,9,2025-01-10 09:00:00+00:00,2025-01-10 10:15:00+00:00
JOB_001422,CR_10,YB_10,stacking,14,9,2025-01-10 09:00:00+00:00,2025-01-10 09:45:00+00:00
JOB_001421,CR_10,YB_10,retrieval,8,8,2025-01-10 09:00:00+00:00,2025-01-10 09:30:00+00:00
JOB_001409,CR_09,YB_09,shuttle,18,15,2025-01-10 09:00:00+00:00,2025-01-10 09:15:00+00:00
JOB_001406,CR_09,YB_09,stacking,11,8,2025-01-10 09:00:00+00:00,2025-01-10 10:15:00+00:00
JOB_001304,CR_01,YB_01,retrieval,16,13,2025-01-10 09:00:00+00:00,2025-01-10 10:15:00+00:00
JOB_001331,CR_15,YB_03,stacking,9,8,2025-01-10 09:00:00+00:00,2025-01-10 09:30:00+00:00
JOB_001392,CR_08,YB_08,retrieval,20,15,2025-01-10 09:00:00+00:00,2025-01-10 09:15:00+00:00
JOB_001400,CR_08,YB_08,retrieval,19,16,2025-01-10 09:00:00+00:00,2025-01-10 09:30:00+00:00
JOB_001397,CR_08,YB_08,shuttle,19,16,2025-01-10 10:00:00+00:00,2025-01-10 10:30:00+00:00
JOB_001332,CR_15,YB_03,stacking,15,10,2025-01-10 10:00:00+00:00,2025-01-10 10:15:00+00:00
JOB_001337,CR_03,YB_03,retrieval,19,17,2025-01-10 10:00:00+00:00,2025-01-10 11:15:00+00:00
JOB_001340,CR_15,YB_03,stacking,15,12,2025-01-10 10:00:00+00:00,2025-01-10 10:30:00+00:00
JOB_001402,CR_08,YB_08,stacking,20,16,2025-01-10 10:00:00+00:00,2025-01-10 10:45:00+00:00
JOB_001312,CR_02,YB_02,stacking,18,16,2025-01-10 10:00:00+00:00,2025-01-10 11:00:00+00:00
JOB_001321,CR_02,YB_02,retrieval,19,14,2025-01-10 10:00:00+00:00,2025-01-10 10:15:00+00:00
JOB_001329,CR_15,YB_03,retrieval,8,8,2025-01-10 10:00:00+00:00,2025-01-10 11:15:00+00:00
JOB_001388,CR_07,YB_07,shuttle,10,8,2025-01-10 11:00:00+00:00,2025-01-10 12:00:00+00:00
JOB_001300,CR_01,YB_01,stacking,30,26,2025-01-10 11:00:00+00:00,2025-01-10 11:45:00+00:00
JOB_001376,CR_06,YB_06,stacking,20,17,2025-01-10 11:00:00+00:00,2025-01-10 12:30:00+00:00
JOB_001370,CR_06,YB_06,stacking,18,14,2025-01-10 11:00:00+00:00,2025-01-10 11:45:00+00:00
JOB_001419,CR_10,YB_10,stacking,14,12,2025-01-10 11:00:00+00:00,2025-01-10 11:45:00+00:00
JOB_001328,CR_03,YB_03,retrieval,19,16,2025-01-10 11:00:00+00:00,2025-01-10 11:45:00+00:00
JOB_001369,CR_05,YB_05,stacking,15,13,2025-01-10 12:00:00+00:00,2025-01-10 12:15:00+00:00
JOB_001418,CR_10,YB_10,stacking,18,13,2025-01-10 12:00:00+00:00,2025-01-10 12:30:00+00:00
JOB_001357,CR_05,YB_05,retrieval,15,11,2025-01-10 12:00:00+00:00,2025-01-10 13:00:00+00:00
JOB_001387,CR_07,YB_07,retrieval,16,12,2025-01-10 12:00:00+00:00,2025-01-10 12:30:00+00:00
JOB_001306,CR_01,YB_01,stacking,23,18,2025-01-10 13:00:00+00:00,2025-01-10 13:15:00+00:00
JOB_001439,CR_12,YB_12,shuttle,9,8,2025-01-10 13:00:00+00:00,2025-01-10 13:30:00+00:00
JOB_001364,CR_05,YB_05,stacking,18,13,2025-01-10 13:00:00+00:00,2025-01-10 14:15:00+00:00
JOB_001323,CR_02,YB_02,stacking,14,12,2025-01-10 13:00:00+00:00,2025-01-10 13:30:00+00:00
JOB_001297,CR_13,YB_01,retrieval,18,13,2025-01-10 13:00:00+00:00,2025-01-10 13:30:00+00:00
JOB_001330,CR_03,YB_03,shuttle,26,24,2025-01-10 13:00:00+00:00,2025-01-10 13:30:00+00:00
JOB_001391,CR_07,YB_07,stacking,24,21,2025-01-10 13:00:00+00:00,2025-01-10 13:45:00+00:00
JOB_001347,CR_04,YB_04,shuttle,14,9,2025-01-10 13:00:00+00:00,2025-01-10 13:30:00+00:00
JOB_001296,CR_13,YB_01,retrieval,10,8,2025-01-10 14:00:00+00:00,2025-01-10 15:15:00+00:00
JOB_001356,CR_05,YB_05,stacking,20,17,2025-01-10 14:00:00+00:00,2025-01-10 15:30:00+00:00
JOB_001350,CR_16,YB_04,stacking,8,8,2025-01-10 14:00:00+00:00,2025-01-10 14:15:00+00:00
JOB_001317,CR_02,YB_02,shuttle,26,21,2025-01-10 14:00:00+00:00,2025-01-10 14:15:00+00:00
JOB_001398,CR_08,YB_08,retrieval,24,21,2025-01-10 14:00:00+00:00,2025-01-10 15:15:00+00:00
JOB_001324,CR_14,YB_02,retrieval,10,8,2025-01-10 14:00:00+00:00,2025-01-10 14:15:00+00:00
JOB_001346,CR_16,YB_04,retrieval,19,17,2025-01-10 14:00:00+00:00,2025-01-10 15:15:00+00:00
JOB_001339,CR_15,YB_03,stacking,19,15,2025-01-10 14:00:00+00:00,2025-01-10 15:00:00+00:00
JOB_001299,CR_13,YB_01,retrieval,15,10,2025-01-10 15:00:00+00:00,2025-01-10 15:30:00+00:00
JOB_001414,CR_10,YB_10,stacking,30,28,2025-01-10 15:00:00+00:00,2025-01-10 16:30:00+00:00
JOB_001441,CR_12,YB_12,shuttle,29,26,2025-01-10 15:00:00+00:00,2025-01-10 16:00:00+00:00
JOB_001311,CR_02,YB_02,retrieval,21,16,2025-01-10 15:00:00+00:00,2025-01-10 15:15:00+00:00
JOB_001384,CR_07,YB_07,retrieval,8,8,2025-01-10 15:00:00+00:00,2025-01-10 16:30:00+00:00
