timestamp,crane_id,yard_block,crane_type,mode,moves,power_kw,energy_kwh_step,price_yuan_per_kwh,ef_kg_per_kwh,cost_yuan_per_step,carbon_kg_per_step,backlog_after_step
2025-01-06 20:15:00+00:00,CR_16,YB_04,RTG,eco,0,58.8,14.698,0.62,0.5287,9.11,7.77,5.0
2025-01-06 20:30:00+00:00,CR_01,YB_01,RMG,idle,0,62.9,15.72,0.62,0.5287,9.75,8.31,11.0
2025-01-06 20:30:00+00:00,CR_02,YB_02,RTG,idle,0,56.3,14.067,0.62,0.5287,8.72,7.436,14.0
2025-01-06 20:30:00+00:00,CR_03,YB_03,RMG,idle,0,82.9,20.726,0.62,0.5287,12.85,10.957,11.0
2025-01-06 20:30:00+00:00,CR_04,YB_04,RMG,idle,0,73.4,18.347,0.62,0.5287,11.38,9.699,8.0
2025-01-06 20:30:00+00:00,CR_05,YB_05,RTG,idle,0,79.3,19.819,0.62,0.5287,12.29,10.478,5.0
2025-01-06 20:30:00+00:00,CR_06,YB_06,RTG,eco,0,74.4,18.588,0.62,0.5287,11.52,9.827,1.0
2025-01-06 20:30:00+00:00,CR_07,YB_07,RTG,idle,0,81.1,20.263,0.62,0.5287,12.56,10.712,4.0
2025-01-06 20:30:00+00:00,CR_08,YB_08,RTG,eco,0,74.9,18.713,0.62,0.5287,11.6,9.893,2.0
2025-01-06 20:30:00+00:00,CR_09,YB_09,RMG,idle,0,80.0,20.004,0.62,0.5287,12.4,10.575,4.0
2025-01-06 20:30:00+00:00,CR_10,YB_10,RTG,eco,0,48.8,12.193,0.62,0.5287,7.56,6.446,1.0
2025-01-06 20:30:00+00:00,CR_11,YB_11,RMG,idle,0,74.8,18.708,0.62,0.5287,11.6,9.89,3.0
2025-01-06 20:30:00+00:00,CR_12,YB_12,RTG,idle,0,89.6,22.393,0.62,0.5287,13.88,11.838,7.0
2025-01-06 20:30:00+00:00,CR_13,YB_01,RTG,idle,0,77.6,19.401,0.62,0.5287,12.03,10.256,11.0
2025-01-06 20:30:00+00:00,CR_14,YB_02,RMG,active,7,424.9,106.213,0.62,0.5287,65.85,56.15,7.0
2025-01-06 20:30:00+00:00,CR_15,YB_03,RMG,idle,0,62.4,15.593,0.62,0.5287,9.67,8.243,11.0
2025-01-06 20:30:00+00:00,CR_16,YB_04,RTG,idle,0,94.2,23.55,0.62,0.5287,14.6,12.45,8.0
2025-01-06 20:45:00+00:00,CR_01,YB_01,RMG,idle,0,65.1,16.279,0.62,0.5287,10.09,8.606,12.0
2025-01-06 20:45:00+00:00,CR_02,YB_02,RTG,idle,0,56.0,14.003,0.62,0.5287,8.68,7.403,8.0
2025-01-06 20:45:00+00:00,CR_03,YB_03,RMG,active,13,380.9,95.237,0.62,0.5287,59.05,50.348,4.0
2025-01-06 20:45:00+00:00,CR_04,YB_04,RMG,idle,0,77.5,19.365,0.62,0.5287,12.01,10.238,10.0
2025-01-06 20:45:00+00:00,CR_05,YB_05,RTG,idle,0,82.1,20.514,0.62,0.5287,12.72,10.845,5.0
2025-01-06 20:45:00+00:00,CR_06,YB_06,RTG,eco,0,73.1,18.277,0.62,0.5287,11.33,9.662,1.0
2025-01-06 20:45:00+00:00,CR_07,YB_07,RTG,idle,0,77.5,19.374,0.62,0.5287,12.01,10.242,4.0
2025-01-06 20:45:00+00:00,CR_08,YB_08,RTG,idle,0,64.2,16.042,0.62,0.5287,9.95,8.481,3.0
2025-01-06 20:45:00+00:00,CR_09,YB_09,RMG,idle,0,77.4,19.356,0.62,0.5287,12.0,10.233,6.0
2025-01-06 20:45:00+00:00,CR_10,YB_10,RTG,idle,0,83.6,20.892,0.62,0.5287,12.95,11.045,5.0
2025-01-06 20:45:00+00:00,CR_11,YB_11,RMG,idle,0,75.2,18.794,0.62,0.5287,11.65,9.935,4.0
2025-01-06 20:45:00+00:00,CR_12,YB_12,RTG,idle,0,88.7,22.168,0.62,0.5287,13.74,11.719,7.0
2025-01-06 20:45:00+00:00,CR_13,YB_01,RTG,idle,0,75.2,18.79,0.62,0.5287,11.65,9.934,12.0
2025-01-06 20:45:00+00:00,CR_14,YB_02,RMG,idle,0,70.3,17.578,0.62,0.5287,10.9,9.293,8.0
2025-01-06 20:45:00+00:00,CR_15,YB_03,RMG,active,4,368.7,92.171,0.62,0.5287,57.15,48.727,0.0
2025-01-06 20:45:00+00:00,CR_16,YB_04,RTG,idle,0,93.2,23.307,0.62,0.5287,14.45,12.321,10.0
2025-01-06 21:00:00+00:00,CR_01,YB_01,RMG,idle,0,63.3,15.83,0.62,0.5297,9.81,8.385,13.0
2025-01-06 21:00:00+00:00,CR_02,YB_02,RTG,idle,0,55.8,13.957,0.62,0.5297,8.65,7.393,11.0
2025-01-06 21:00:00+00:00,CR_03,YB_03,RMG,eco,0,51.8,12.962,0.62,0.5297,8.04,6.865,3.0
2025-01-06 21:00:00+00:00,CR_04,YB_04,RMG,idle,0,77.5,19.369,0.62,0.5297,12.01,10.259,13.0
2025-01-06 21:00:00+00:00,CR_05,YB_05,RTG,active,5,403.9,100.972,0.62,0.5297,62.6,53.481,4.0
2025-01-06 21:00:00+00:00,CR_06,YB_06,RTG,eco,0,73.4,18.36,0.62,0.5297,11.38,9.725,2.0
2025-01-06 21:00:00+00:00,CR_07,YB_07,RTG,idle,0,80.3,20.064,0.62,0.5297,12.44,10.627,5.0
2025-01-06 21:00:00+00:00,CR_08,YB_08,RTG,idle,0,72.8,18.208,0.62,0.5297,11.29,9.644,5.0
2025-01-06 21:00:00+00:00,CR_09,YB_09,RMG,active,8,453.2,113.31,0.62,0.5297,70.25,60.015,0.0
2025-01-06 21:00:00+00:00,CR_10,YB_10,RTG,active,8,421.5,105.385,0.62,0.5297,65.34,55.818,0.0
2025-01-06 21:00:00+00:00,CR_11,YB_11,RMG,active,8,504.6,126.16,0.62,0.5297,78.22,66.822,0.0
2025-01-06 21:00:00+00:00,CR_12,YB_12,RTG,active,7,467.6,116.905,0.62,0.5297,72.48,61.92,1.0
2025-01-06 21:00:00+00:00,CR_13,YB_01,RTG,idle,0,73.6,18.39,0.62,0.5297,11.4,9.74,13.0
2025-01-06 21:00:00+00:00,CR_14,YB_02,RMG,idle,0,75.4,18.849,0.62,0.5297,11.69,9.983,11.0
2025-01-06 21:00:00+00:00,CR_15,YB_03,RMG,eco,0,52.1,13.036,0.62,0.5297,8.08,6.905,3.0
2025-01-06 21:00:00+00:00,CR_16,YB_04,RTG,active,8,445.1,111.272,0.62,0.5297,68.99,58.936,5.0
2025-01-06 21:15:00+00:00,CR_01,YB_01,RMG,idle,0,65.0,16.26,0.62,0.5297,10.08,8.612,14.0
2025-01-06 21:15:00+00:00,CR_02,YB_02,RTG,idle,0,53.2,13.306,0.62,0.5297,8.25,7.048,13.0
2025-01-06 21:15:00+00:00,CR_03,YB_03,RMG,eco,0,52.2,13.048,0.62,0.5297,8.09,6.911,7.0
2025-01-06 21:15:00+00:00,CR_04,YB_04,RMG,idle,0,83.1,20.777,0.62,0.5297,12.88,11.005,6.0
2025-01-06 21:15:00+00:00,CR_05,YB_05,RTG,idle,0,80.9,20.213,0.62,0.5297,12.53,10.706,5.0
2025-01-06 21:15:00+00:00,CR_06,YB_06,RTG,idle,0,82.4,20.608,0.62,0.5297,12.78,10.915,4.0
2025-01-06 21:15:00+00:00,CR_07,YB_07,RTG,active,10,477.9,119.482,0.62,0.5297,74.08,63.285,0.0
2025-01-06 21:15:00+00:00,CR_08,YB_08,RTG,idle,0,66.3,16.569,0.62,0.5297,10.27,8.776,5.0
2025-01-06 21:15:00+00:00,CR_09,YB_09,RMG,eco,0,54.6,13.661,0.62,0.5297,8.47,7.236,3.0
2025-01-06 21:15:00+00:00,CR_10,YB_10,RTG,eco,0,42.5,10.631,0.62,0.5297,6.59,5.631,1.0
2025-01-06 21:15:00+00:00,CR_11,YB_11,RMG,eco,0,51.0,12.758,0.62,0.5297,7.91,6.757,2.0
2025-01-06 21:15:00+00:00,CR_12,YB_12,RTG,idle,0,88.8,22.209,0.62,0.5297,13.77,11.763,6.0
2025-01-06 21:15:00+00:00,CR_13,YB_01,RTG,idle,0,72.5,18.137,0.62,0.5297,11.24,9.606,14.0
2025-01-06 21:15:00+00:00,CR_14,YB_02,RMG,active,5,414.4,103.591,0.62,0.5297,64.23,54.868,8.0
2025-01-06 21:15:00+00:00,CR_15,YB_03,RMG,idle,0,67.4,16.851,0.62,0.5297,10.45,8.926,7.0
2025-01-06 21:15:00+00:00,CR_16,YB_04,RTG,idle,0,99.4,24.861,0.62,0.5297,15.41,13.168,6.0
2025-01-06 21:30:00+00:00,CR_01,YB_01,RMG,idle,0,60.6,15.151,0.62,0.5297,9.39,8.025,14.0
2025-01-06 21:30:00+00:00,CR_02,YB_02,RTG,idle,0,52.8,13.191,0.62,0.5297,8.18,6.987,9.0
2025-01-06 21:30:00+00:00,CR_03,YB_03,RMG,idle,0,80.9,20.216,0.62,0.5297,12.53,10.707,8.0
2025-01-06 21:30:00+00:00,CR_04,YB_04,RMG,idle,0,71.5,17.874,0.62,0.5297,11.08,9.467,6.0
2025-01-06 21:30:00+00:00,CR_05,YB_05,RTG,active,5,396.1,99.021,0.62,0.5297,61.39,52.448,2.0
2025-01-06 21:30:00+00:00,CR_06,YB_06,RTG,idle,0,81.5,20.38,0.62,0.5297,12.64,10.795,5.0
2025-01-06 21:30:00+00:00,CR_07,YB_07,RTG,eco,0,59.7,14.916,0.62,0.5297,9.25,7.9,2.0
2025-01-06 21:30:00+00:00,CR_08,YB_08,RTG,idle,0,68.2,17.053,0.62,0.5297,10.57,9.033,6.0
2025-01-06 21:30:00+00:00,CR_09,YB_09,RMG,idle,0,77.5,19.367,0.62,0.5297,12.01,10.258,4.0
2025-01-06 21:30:00+00:00,CR_10,YB_10,RTG,eco,0,46.8,11.707,0.62,0.5297,7.26,6.201,3.0
2025-01-06 21:30:00+00:00,CR_11,YB_11,RMG,idle,0,65.8,16.457,0.62,0.5297,10.2,8.717,4.0
2025-01-06 21:30:00+00:00,CR_12,YB_12,RTG,active,9,467.1,116.773,0.62,0.5297,72.4,61.85,0.0
2025-01-06 21:30:00+00:00,CR_13,YB_01,RTG,idle,0,71.6,17.903,0.62,0.5297,11.1,9.482,14.0
2025-01-06 21:30:00+00:00,CR_14,YB_02,RMG,idle,0,83.1,20.764,0.62,0.5297,12.87,10.998,9.0
2025-01-06 21:30:00+00:00,CR_15,YB_03,RMG,idle,0,63.7,15.929,0.62,0.5297,9.88,8.437,8.0
2025-01-06 21:30:00+00:00,CR_16,YB_04,RTG,idle,0,99.0,24.738,0.62,0.5297,15.34,13.103,6.0
2025-01-06 21:45:00+00:00,CR_01,YB_01,RMG,active,10,393.1,98.275,0.62,0.5297,60.93,52.052,6.0
2025-01-06 21:45:00+00:00,CR_02,YB_02,RTG,idle,0,59.0,14.741,0.62,0.5297,9.14,7.808,10.0
2025-01-06 21:45:00+00:00,CR_03,YB_03,RMG,idle,0,80.5,20.115,0.62,0.5297,12.47,10.654,9.0
2025-01-06 21:45:00+00:00,CR_04,YB_04,RMG,idle,0,79.9,19.986,0.62,0.5297,12.39,10.586,9.0
2025-01-06 21:45:00+00:00,CR_05,YB_05,RTG,idle,0,81.3,20.332,0.62,0.5297,12.61,10.769,3.0
2025-01-06 21:45:00+00:00,CR_06,YB_06,RTG,active,7,458.4,114.606,0.62,0.5297,71.06,60.702,0.0
2025-01-06 21:45:00+00:00,CR_07,YB_07,RTG,idle,0,82.2,20.556,0.62,0.5297,12.74,10.888,3.0
2025-01-06 21:45:00+00:00,CR_08,YB_08,RTG,active,7,431.4,107.86,0.62,0.5297,66.87,57.129,0.0
2025-01-06 21:45:00+00:00,CR_09,YB_09,RMG,idle,0,77.3,19.336,0.62,0.5297,11.99,10.242,6.0
2025-01-06 21:45:00+00:00,CR_10,YB_10,RTG,idle,0,81.8,20.439,0.62,0.5297,12.67,10.826,4.0
2025-01-06 21:45:00+00:00,CR_11,YB_11,RMG,idle,0,71.0,17.739,0.62,0.5297,11.0,9.396,6.0
2025-01-06 21:45:00+00:00,CR_12,YB_12,RTG,eco,0,56.8,14.198,0.62,0.5297,8.8,7.52,0.0
2025-01-06 21:45:00+00:00,CR_13,YB_01,RTG,idle,0,74.2,18.543,0.62,0.5297,11.5,9.821,6.0
2025-01-06 21:45:00+00:00,CR_14,YB_02,RMG,idle,0,71.1,17.781,0.62,0.5297,11.02,9.418,10.0
2025-01-06 21:45:00+00:00,CR_15,YB_03,RMG,idle,0,67.2,16.802,0.62,0.5297,10.42,8.899,9.0
2025-01-06 21:45:00+00:00,CR_16,YB_04,RTG,idle,0,99.9,24.963,0.62,0.5297,15.48,13.222,9.0
2025-01-06 22:00:00+00:00,CR_01,YB_01,RMG,idle,0,60.2,15.051,0.78,0.53,11.74,7.977,9.0
2025-01-06 22:00:00+00:00,CR_02,YB_02,RTG,idle,0,56.1,14.025,0.78,0.53,10.94,7.433,12.0
2025-01-06 22:00:00+00:00,CR_03,YB_03,RMG,idle,0,73.4,18.362,0.78,0.53,14.32,9.732,14.0
2025-01-06 22:00:00+00:00,CR_04,YB_04,RMG,idle,0,75.4,18.851,0.78,0.53,14.7,9.991,11.0
2025-01-06 22:00:00+00:00,CR_05,YB_05,RTG,idle,0,81.9,20.481,0.78,0.53,15.98,10.855,4.0
2025-01-06 22:00:00+00:00,CR_06,YB_06,RTG,idle,0,83.9,20.966,0.78,0.53,16.35,11.112,3.0
2025-01-06 22:00:00+00:00,CR_07,YB_07,RTG,idle,0,85.3,21.314,0.78,0.53,16.63,11.297,4.0
2025-01-06 22:00:00+00:00,CR_08,YB_08,RTG,idle,0,65.5,16.386,0.78,0.53,12.78,8.685,3.0
2025-01-06 22:00:00+00:00,CR_09,YB_09,RMG,idle,0,77.8,19.441,0.78,0.53,15.16,10.304,7.0
2025-01-06 22:00:00+00:00,CR_10,YB_10,RTG,idle,0,89.1,22.283,0.78,0.53,17.38,11.81,6.0
2025-01-06 22:00:00+00:00,CR_11,YB_11,RMG,idle,0,74.3,18.587,0.78,0.53,14.5,9.851,6.0
2025-01-06 22:00:00+00:00,CR_12,YB_12,RTG,idle,0,92.4,23.089,0.78,0.53,18.01,12.237,5.0
2025-01-06 22:00:00+00:00,CR_13,YB_01,RTG,idle,0,76.1,19.021,0.78,0.53,14.84,10.081,9.0
2025-01-06 22:00:00+00:00,CR_14,YB_02,RMG,idle,0,68.7,17.173,0.78,0.53,13.4,9.102,12.0
2025-01-06 22:00:00+00:00,CR_15,YB_03,RMG,idle,0,62.2,15.558,0.78,0.53,12.14,8.246,14.0
2025-01-06 22:00:00+00:00,CR_16,YB_04,RTG,idle,0,98.5,24.62,0.78,0.53,19.2,13.049,11.0
2025-01-06 22:15:00+00:00,CR_01,YB_01,RMG,idle,0,66.7,16.682,0.78,0.53,13.01,8.841,10.0
2025-01-06 22:15:00+00:00,CR_02,YB_02,RTG,idle,0,53.7,13.423,0.78,0.53,10.47,7.114,15.0
2025-01-06 22:15:00+00:00,CR_03,YB_03,RMG,active,11,366.5,91.621,0.78,0.53,71.46,48.559,6.0
2025-01-06 22:15:00+00:00,CR_04,YB_04,RMG,idle,0,78.3,19.574,0.78,0.53,15.27,10.374,11.0
2025-01-06 22:15:00+00:00,CR_05,YB_05,RTG,active,6,398.8,99.709,0.78,0.53,77.77,52.846,3.0
2025-01-06 22:15:00+00:00,CR_06,YB_06,RTG,idle,0,88.2,22.051,0.78,0.53,17.2,11.687,3.0
2025-01-06 22:15:00+00:00,CR_07,YB_07,RTG,idle,0,79.3,19.828,0.78,0.53,15.47,10.509,6.0
2025-01-06 22:15:00+00:00,CR_08,YB_08,RTG,idle,0,67.1,16.786,0.78,0.53,13.09,8.897,6.0
2025-01-06 22:15:00+00:00,CR_09,YB_09,RMG,idle,0,73.3,18.329,0.78,0.53,14.3,9.714,7.0
2025-01-06 22:15:00+00:00,CR_10,YB_10,RTG,idle,0,87.2,21.789,0.78,0.53,17.0,11.548,7.0
2025-01-06 22:15:00+00:00,CR_11,YB_11,RMG,active,8,507.0,126.749,0.78,0.53,98.86,67.177,3.0
2025-01-06 22:15:00+00:00,CR_12,YB_12,RTG,idle,0,90.6,22.639,0.78,0.53,17.66,11.999,7.0
2025-01-06 22:15:00+00:00,CR_13,YB_01,RTG,idle,0,76.3,19.085,0.78,0.53,14.89,10.115,10.0
2025-01-06 22:15:00+00:00,CR_14,YB_02,RMG,active,8,433.9,108.471,0.78,0.53,84.61,57.49,7.0
2025-01-06 22:15:00+00:00,CR_15,YB_03,RMG,active,6,378.5,94.633,0.78,0.53,73.81,50.155,0.0
2025-01-06 22:15:00+00:00,CR_16,YB_04,RTG,idle,0,97.7,24.42,0.78,0.53,19.05,12.943,11.0
2025-01-06 22:30:00+00:00,CR_01,YB_01,RMG,idle,0,59.6,14.897,0.78,0.53,11.62,7.895,12.0
2025-01-06 22:30:00+00:00,CR_02,YB_02,RTG,idle,0,53.9,13.477,0.78,0.53,10.51,7.143,10.0
2025-01-06 22:30:00+00:00,CR_03,YB_03,RMG,eco,0,56.6,14.15,0.78,0.53,11.04,7.499,3.0
2025-01-06 22:30:00+00:00,CR_04,YB_04,RMG,idle,0,79.8,19.962,0.78,0.53,15.57,10.58,12.0
2025-01-06 22:30:00+00:00,CR_05,YB_05,RTG,idle,0,80.7,20.174,0.78,0.53,15.74,10.692,4.0
2025-01-06 22:30:00+00:00,CR_06,YB_06,RTG,idle,0,80.4,20.108,0.78,0.53,15.68,10.657,5.0
2025-01-06 22:30:00+00:00,CR_07,YB_07,RTG,active,8,470.4,117.599,0.78,0.53,91.73,62.328,1.0
2025-01-06 22:30:00+00:00,CR_08,YB_08,RTG,active,7,433.0,108.254,0.78,0.53,84.44,57.375,0.0
2025-01-06 22:30:00+00:00,CR_09,YB_09,RMG,active,9,460.5,115.135,0.78,0.53,89.81,61.022,6.0
2025-01-06 22:30:00+00:00,CR_10,YB_10,RTG,active,8,421.5,105.367,0.78,0.53,82.19,55.845,0.0
2025-01-06 22:30:00+00:00,CR_11,YB_11,RMG,idle,0,68.6,17.138,0.78,0.53,13.37,9.083,6.0
2025-01-06 22:30:00+00:00,CR_12,YB_12,RTG,active,6,461.0,115.251,0.78,0.53,89.9,61.083,4.0
2025-01-06 22:30:00+00:00,CR_13,YB_01,RTG,idle,0,73.9,18.473,0.78,0.53,14.41,9.791,12.0
2025-01-06 22:30:00+00:00,CR_14,YB_02,RMG,idle,0,71.2,17.812,0.78,0.53,13.89,9.44,10.0
2025-01-06 22:30:00+00:00,CR_15,YB_03,RMG,eco,0,44.5,11.122,0.78,0.53,8.68,5.895,3.0
2025-01-06 22:30:00+00:00,CR_16,YB_04,RTG,idle,0,99.6,24.904,0.78,0.53,19.42,13.199,12.0
2025-01-06 22:45:00+00:00,CR_01,YB_01,RMG,idle,0,62.8,15.71,0.78,0.53,12.25,8.327,14.0
2025-01-06 22:45:00+00:00,CR_02,YB_02,RTG,idle,0,57.6,14.392,0.78,0.53,11.23,7.627,10.0
2025-01-06 22:45:00+00:00,CR_03,YB_03,RMG,eco,0,51.8,12.955,0.78,0.53,10.11,6.866,7.0
2025-01-06 22:45:00+00:00,CR_04,YB_04,RMG,active,6,312.0,77.988,0.78,0.53,60.83,41.334,8.0
2025-01-06 22:45:00+00:00,CR_05,YB_05,RTG,idle,0,79.1,19.78,0.78,0.53,15.43,10.483,5.0
2025-01-06 22:45:00+00:00,CR_06,YB_06,RTG,idle,0,90.3,22.584,0.78,0.53,17.62,11.97,5.0
2025-01-06 22:45:00+00:00,CR_07,YB_07,RTG,eco,0,57.8,14.45,0.78,0.53,11.27,7.659,2.0
2025-01-06 22:45:00+00:00,CR_08,YB_08,RTG,eco,0,75.8,18.959,0.78,0.53,14.79,10.048,1.0
2025-01-06 22:45:00+00:00,CR_09,YB_09,RMG,idle,0,78.3,19.569,0.78,0.53,15.26,10.372,6.0
2025-01-06 22:45:00+00:00,CR_10,YB_10,RTG,idle,0,85.2,21.299,0.78,0.53,16.61,11.289,7.0
2025-01-06 22:45:00+00:00,CR_11,YB_11,RMG,active,7,493.3,123.319,0.78,0.53,96.19,65.359,0.0
2025-01-06 22:45:00+00:00,CR_12,YB_12,RTG,idle,0,89.6,22.394,0.78,0.53,17.47,11.869,6.0
2025-01-06 22:45:00+00:00,CR_13,YB_01,RTG,idle,0,71.0,17.759,0.78,0.53,13.85,9.412,14.0
2025-01-06 22:45:00+00:00,CR_14,YB_02,RMG,idle,0,70.1,17.518,0.78,0.53,13.66,9.285,10.0
2025-01-06 22:45:00+00:00,CR_15,YB_03,RMG,idle,0,67.9,16.978,0.78,0.53,13.24,8.998,7.0
2025-01-06 22:45:00+00:00,CR_16,YB_04,RTG,active,8,438.7,109.674,0.78,0.53,85.55,58.127,0.0
2025-01-06 23:00:00+00:00,CR_01,YB_01,RMG,active,10,389.2,97.292,0.78,0.5297,75.89,51.532,8.0
2025-01-06 23:00:00+00:00,CR_02,YB_02,RTG,idle,0,55.2,13.802,0.78,0.5297,10.77,7.31,12.0
2025-01-06 23:00:00+00:00,CR_03,YB_03,RMG,idle,0,79.6,19.891,0.78,0.5297,15.52,10.536,9.0
2025-01-06 23:00:00+00:00,CR_04,YB_04,RMG,eco,0,47.4,11.851,0.78,0.5297,9.24,6.277,1.0
2025-01-06 23:00:00+00:00,CR_05,YB_05,RTG,active,6,399.2,99.797,0.78,0.5297,77.84,52.858,1.0
2025-01-06 23:00:00+00:00,CR_06,YB_06,RTG,idle,0,84.3,21.073,0.78,0.5297,16.44,11.162,5.0
2025-01-06 23:00:00+00:00,CR_07,YB_07,RTG,idle,0,87.3,21.836,0.78,0.5297,17.03,11.565,4.0
2025-01-06 23:00:00+00:00,CR_08,YB_08,RTG,eco,0,73.8,18.447,0.78,0.5297,14.39,9.771,1.0
2025-01-06 23:00:00+00:00,CR_09,YB_09,RMG,idle,0,77.9,19.468,0.78,0.5297,15.19,10.312,7.0
2025-01-06 23:00:00+00:00,CR_10,YB_10,RTG,active,9,427.7,106.915,0.78,0.5297,83.39,56.628,0.0
2025-01-06 23:00:00+00:00,CR_11,YB_11,RMG,idle,0,73.7,18.429,0.78,0.5297,14.37,9.761,3.0
2025-01-06 23:00:00+00:00,CR_12,YB_12,RTG,active,9,476.4,119.101,0.78,0.5297,92.9,63.083,0.0
2025-01-06 23:00:00+00:00,CR_13,YB_01,RTG,active,8,480.2,120.054,0.78,0.5297,93.64,63.588,0.0
2025-01-06 23:00:00+00:00,CR_14,YB_02,RMG,idle,0,73.2,18.289,0.78,0.5297,14.27,9.687,12.0
2025-01-06 23:00:00+00:00,CR_15,YB_03,RMG,idle,0,70.7,17.68,0.78,0.5297,13.79,9.364,9.0
2025-01-06 23:00:00+00:00,CR_16,YB_04,RTG,eco,0,55.0,13.757,0.78,0.5297,10.73,7.287,1.0
2025-01-06 23:15:00+00:00,CR_01,YB_01,RMG,eco,0,51.3,12.835,0.78,0.5297,10.01,6.798,5.0
2025-01-06 23:15:00+00:00,CR_02,YB_02,RTG,idle,0,57.6,14.391,0.78,0.5297,11.23,7.623,12.0
2025-01-06 23:15:00+00:00,CR_03,YB_03,RMG,idle,0,81.9,20.478,0.78,0.5297,15.97,10.846,11.0
2025-01-06 23:15:00+00:00,CR_04,YB_04,RMG,eco,0,48.3,12.063,0.78,0.5297,9.41,6.389,1.0
2025-01-06 23:15:00+00:00,CR_05,YB_05,RTG,eco,0,57.9,14.468,0.78,0.5297,11.28,7.663,1.0
2025-01-06 23:15:00+00:00,CR_06,YB_06,RTG,active,7,459.5,114.886,0.78,0.5297,89.61,60.85,0.0
2025-01-06 23:15:00+00:00,CR_07,YB_07,RTG,idle,0,81.0,20.242,0.78,0.5297,15.79,10.721,5.0
2025-01-06 23:15:00+00:00,CR_08,YB_08,RTG,idle,0,66.8,16.697,0.78,0.5297,13.02,8.844,3.0
2025-01-06 23:15:00+00:00,CR_09,YB_09,RMG,active,8,455.5,113.863,0.78,0.5297,88.81,60.309,0.0
2025-01-06 23:15:00+00:00,CR_10,YB_10,RTG,eco,0,45.9,11.471,0.78,0.5297,8.95,6.076,1.0
2025-01-06 23:15:00+00:00,CR_11,YB_11,RMG,idle,0,72.5,18.118,0.78,0.5297,14.13,9.596,5.0
2025-01-06 23:15:00+00:00,CR_12,YB_12,RTG,eco,0,64.5,16.135,0.78,0.5297,12.59,8.546,2.0
2025-01-06 23:15:00+00:00,CR_13,YB_01,RTG,eco,0,76.9,19.229,0.78,0.5297,15.0,10.185,5.0
2025-01-06 23:15:00+00:00,CR_14,YB_02,RMG,idle,0,67.6,16.901,0.78,0.5297,13.18,8.952,12.0
2025-01-06 23:15:00+00:00,CR_15,YB_03,RMG,idle,0,63.5,15.878,0.78,0.5297,12.38,8.41,11.0
2025-01-06 23:15:00+00:00,CR_16,YB_04,RTG,eco,0,60.3,15.069,0.78,0.5297,11.75,7.981,1.0
2025-01-06 23:30:00+00:00,CR_01,YB_01,RMG,idle,0,59.5,14.87,0.78,0.5297,11.6,7.876,7.0
2025-01-06 23:30:00+00:00,CR_02,YB_02,RTG,idle,0,55.2,13.793,0.78,0.5297,10.76,7.306,12.0
2025-01-06 23:30:00+00:00,CR_03,YB_03,RMG,idle,0,75.6,18.904,0.78,0.5297,14.74,10.013,16.0
2025-01-06 23:30:00+00:00,CR_04,YB_04,RMG,eco,0,51.0,12.759,0.78,0.5297,9.95,6.758,1.0
2025-01-06 23:30:00+00:00,CR_05,YB_05,RTG,active,6,401.5,100.364,0.78,0.5297,78.28,53.159,0.0
2025-01-06 23:30:00+00:00,CR_06,YB_06,RTG,eco,0,70.6,17.659,0.78,0.5297,13.77,9.353,2.0
2025-01-06 23:30:00+00:00,CR_07,YB_07,RTG,idle,0,78.1,19.523,0.78,0.5297,15.23,10.341,5.0
2025-01-06 23:30:00+00:00,CR_08,YB_08,RTG,idle,0,64.7,16.172,0.78,0.5297,12.61,8.565,5.0
2025-01-06 23:30:00+00:00,CR_09,YB_09,RMG,eco,0,42.4,10.599,0.78,0.5297,8.27,5.614,3.0
2025-01-06 23:30:00+00:00,CR_10,YB_10,RTG,eco,0,49.4,12.35,0.78,0.5297,9.63,6.541,2.0
2025-01-06 23:30:00+00:00,CR_11,YB_11,RMG,idle,0,69.3,17.331,0.78,0.5297,13.52,9.179,6.0
2025-01-06 23:30:00+00:00,CR_12,YB_12,RTG,eco,0,60.5,15.117,0.78,0.5297,11.79,8.007,2.0
2025-01-06 23:30:00+00:00,CR_13,YB_01,RTG,eco,0,77.5,19.378,0.78,0.5297,15.11,10.264,7.0
2025-01-06 23:30:00+00:00,CR_14,YB_02,RMG,idle,0,76.6,19.152,0.78,0.5297,14.94,10.144,12.0
2025-01-06 23:30:00+00:00,CR_15,YB_03,RMG,active,8,390.3,97.583,0.78,0.5297,76.12,51.686,8.0
2025-01-06 23:30:00+00:00,CR_16,YB_04,RTG,eco,0,54.2,13.559,0.78,0.5297,10.58,7.182,1.0
2025-01-06 23:45:00+00:00,CR_01,YB_01,RMG,idle,0,71.2,17.795,0.78,0.5297,13.88,9.425,9.0
2025-01-06 23:45:00+00:00,CR_02,YB_02,RTG,idle,0,60.4,15.098,0.78,0.5297,11.78,7.997,14.0
2025-01-06 23:45:00+00:00,CR_03,YB_03,RMG,idle,0,85.6,21.403,0.78,0.5297,16.69,11.336,11.0
2025-01-06 23:45:00+00:00,CR_04,YB_04,RMG,eco,0,48.5,12.12,0.78,0.5297,9.45,6.42,3.0
2025-01-06 23:45:00+00:00,CR_05,YB_05,RTG,eco,0,52.9,13.22,0.78,0.5297,10.31,7.002,1.0
2025-01-06 23:45:00+00:00,CR_06,YB_06,RTG,idle,0,87.1,21.767,0.78,0.5297,16.98,11.529,5.0
