timestamp,ambient_temp_forecast_C_p50,ambient_temp_forecast_C_p90,ambient_rh_forecast_pct_p50,ambient_rh_forecast_pct_p90,wetbulb_forecast_C_p50,wetbulb_forecast_C_p90,cloud_cover_0_1_p50,cloud_cover_0_1_p90,hourofday_local,dayofweek_local,is_weekend
2025-01-09 10:15:00,8.29,8.61,59.0,62.9,0.29,1.19,0.354,0.467,18,3,0
2025-01-09 10:30:00,8.98,9.62,58.2,58.9,0.98,1.62,0.272,0.272,18,3,0
2025-01-09 10:45:00,7.78,7.79,56.3,57.1,-0.22,-0.21,0.267,0.313,18,3,0
2025-01-09 11:00:00,7.53,8.29,57.9,59.6,-0.47,0.29,0.222,0.25,19,3,0
2025-01-09 11:15:00,7.71,8.27,55.8,57.8,-0.29,0.27,0.16,0.232,19,3,0
2025-01-09 11:30:00,7.42,8.06,54.8,55.1,-0.58,0.06,0.358,0.481,19,3,0
2025-01-09 11:45:00,6.92,6.95,61.1,66.0,-0.85,0.15,0.439,0.462,19,3,0
2025-01-09 12:00:00,7.46,7.62,60.6,63.3,-0.43,0.29,0.299,0.434,20,3,0
2025-01-09 12:15:00,7.42,7.65,62.1,67.8,-0.15,1.22,0.4,0.487,20,3,0
2025-01-09 12:30:00,6.72,7.11,63.6,67.3,-0.56,0.57,0.413,0.505,20,3,0
2025-01-09 12:45:00,7.24,7.48,64.8,68.6,0.19,1.21,0.453,0.458,20,3,0
2025-01-09 13:00:00,7.02,7.12,61.4,63.7,-0.69,-0.13,0.335,0.34,21,3,0
2025-01-09 13:15:00,7.04,7.71,68.6,69.0,0.75,1.52,0.408,0.408,21,3,0
2025-01-09 13:30:00,7.26,8.01,71.5,71.7,1.55,2.36,0.577,0.654,21,3,0
2025-01-09 13:45:00,7.71,7.93,74.4,75.3,2.58,3.0,0.586,0.649,21,3,0
2025-01-09 14:00:00,7.0,7.41,71.7,73.0,1.34,2.0,0.425,0.475,22,3,0
2025-01-09 14:15:00,6.5,6.81,75.5,79.7,1.6,2.75,0.514,0.55,22,3,0
2025-01-09 14:30:00,5.56,5.73,74.0,76.8,0.36,1.09,0.534,0.567,22,3,0
2025-01-09 14:45:00,6.34,6.73,74.4,77.8,1.22,2.28,0.523,0.639,22,3,0
2025-01-09 15:00:00,5.19,5.82,71.4,73.8,-0.53,0.58,0.459,0.572,23,3,0
2025-01-09 15:15:00,6.3,6.44,73.6,73.7,1.03,1.18,0.501,0.522,23,3,0
2025-01-09 15:30:00,6.57,6.94,77.1,82.3,1.99,3.41,0.683,0.774,23,3,0
2025-01-09 15:45:00,5.94,6.2,73.5,74.0,0.64,0.99,0.554,0.624,23,3,0
2025-01-09 16:00:00,6.13,6.73,74.0,75.1,0.94,1.75,0.679,0.778,0,4,0
2025-01-09 16:15:00,5.29,5.53,77.5,78.5,0.79,1.23,0.616,0.742,0,4,0
2025-01-09 16:30:00,5.86,6.23,78.5,78.8,1.56,2.0,0.537,0.537,0,4,0
2025-01-09 16:45:00,5.13,5.44,75.1,78.9,0.14,1.21,0.603,0.619,0,4,0
2025-01-09 17:00:00,5.35,5.86,78.6,79.4,1.07,1.74,0.684,0.753,1,4,0
2025-01-09 17:15:00,5.97,6.46,81.4,84.9,2.26,3.44,0.681,0.739,1,4,0
2025-01-09 17:30:00,5.66,6.09,82.9,85.6,2.23,3.2,0.808,0.845,1,4,0
2025-01-09 17:45:00,5.34,5.64,85.4,86.6,2.43,2.96,0.711,0.759,1,4,0
2025-01-09 18:00:00,5.7,5.71,89.8,90.4,3.66,3.79,0.791,0.827,2,4,0
2025-01-09 18:15:00,6.02,6.67,88.4,92.4,3.69,5.15,0.729,0.762,2,4,0
2025-01-09 18:30:00,6.02,6.33,87.1,87.7,3.45,3.87,0.721,0.838,2,4,0
2025-01-09 18:45:00,6.1,6.82,83.6,84.2,2.82,3.65,0.688,0.764,2,4,0
2025-01-09 19:00:00,6.59,7.26,87.2,89.1,4.03,5.08,0.732,0.791,3,4,0
2025-01-09 19:15:00,5.5,5.61,85.2,85.3,2.55,2.66,0.704,0.74,3,4,0
2025-01-09 19:30:00,5.57,6.21,86.8,88.5,2.93,3.91,0.829,0.829,3,4,0
2025-01-09 19:45:00,5.21,5.73,86.3,86.7,2.46,3.08,0.807,0.841,3,4,0
2025-01-09 20:00:00,5.8,6.18,85.4,87.2,2.89,3.62,0.755,0.869,4,4,0
2025-01-09 20:15:00,6.13,6.15,80.2,81.1,2.17,2.37,0.699,0.813,4,4,0
2025-01-09 20:30:00,6.59,7.13,81.1,82.0,2.81,3.52,0.708,0.765,4,4,0
2025-01-09 20:45:00,5.92,6.06,79.2,82.0,1.76,2.47,0.678,0.688,4,4,0
2025-01-09 21:00:00,5.83,6.39,82.0,82.8,2.22,2.94,0.733,0.816,5,4,0
2025-01-09 21:15:00,6.59,7.61,78.7,79.7,2.32,3.56,0.627,0.627,5,4,0
2025-01-09 21:30:00,6.96,7.16,82.0,83.1,3.35,3.79,0.672,0.683,5,4,0
2025-01-09 21:45:00,6.57,7.1,84.3,86.5,3.43,4.4,0.786,0.786,5,4,0
2025-01-09 22:00:00,7.41,7.56,82.3,82.6,3.88,4.07,0.737,0.739,6,4,0
2025-01-09 22:15:00,6.43,6.68,80.1,80.7,2.44,2.81,0.774,0.804,6,4,0
2025-01-09 22:30:00,6.24,6.99,78.5,79.3,1.93,2.85,0.713,0.733,6,4,0
2025-01-09 22:45:00,6.6,6.68,82.4,84.3,3.08,3.54,0.659,0.689,6,4,0
2025-01-09 23:00:00,6.82,6.95,76.8,80.7,2.19,3.1,0.579,0.64,7,4,0
2025-01-09 23:15:00,7.65,7.81,76.5,81.9,2.95,4.19,0.647,0.719,7,4,0
2025-01-09 23:30:00,8.13,8.34,72.2,75.3,2.57,3.4,0.402,0.425,7,4,0
2025-01-09 23:45:00,8.71,9.0,70.4,73.9,2.79,3.78,0.507,0.546,7,4,0
2025-01-10 00:00:00,8.68,8.99,73.7,75.3,3.42,4.05,0.567,0.583,8,4,0
2025-01-10 00:15:00,9.14,9.17,70.1,73.5,3.15,3.88,0.504,0.56,8,4,0
2025-01-10 00:30:00,8.27,9.08,74.7,75.3,3.2,4.14,0.615,0.713,8,4,0
2025-01-10 00:45:00,9.25,9.34,73.2,74.8,3.9,4.31,0.503,0.576,8,4,0
2025-01-10 01:00:00,9.36,10.18,73.5,75.9,4.07,5.35,0.521,0.579,9,4,0
2025-01-10 01:15:00,8.49,8.5,71.5,76.3,2.8,3.75,0.582,0.659,9,4,0
2025-01-10 01:30:00,8.74,9.23,65.6,68.7,1.85,2.97,0.428,0.533,9,4,0
2025-01-10 01:45:00,9.11,9.43,62.4,65.7,1.59,2.57,0.274,0.362,9,4,0
2025-01-10 02:00:00,9.38,9.69,67.8,69.3,2.94,3.54,0.502,0.52,10,4,0
2025-01-10 02:15:00,9.91,10.2,65.3,68.2,2.98,3.85,0.434,0.434,10,4,0
2025-01-10 02:30:00,8.99,9.07,60.2,61.6,1.02,1.4,0.35,0.499,10,4,0
2025-01-10 02:45:00,10.18,10.52,63.9,65.4,2.97,3.59,0.411,0.429,10,4,0
2025-01-10 03:00:00,8.66,9.3,64.7,67.0,1.6,2.71,0.426,0.553,11,4,0
2025-01-10 03:15:00,9.99,10.05,63.0,65.5,2.6,3.15,0.371,0.445,11,4,0
2025-01-10 03:30:00,9.46,9.97,60.7,64.8,1.59,2.92,0.234,0.245,11,4,0
2025-01-10 03:45:00,9.54,9.56,64.8,65.7,2.5,2.7,0.389,0.452,11,4,0
2025-01-10 04:00:00,9.98,10.2,65.0,67.8,2.98,3.76,0.404,0.492,12,4,0
2025-01-10 04:15:00,9.51,9.94,61.4,62.2,1.79,2.39,0.316,0.411,12,4,0
2025-01-10 04:30:00,10.25,10.87,63.8,64.6,3.02,3.8,0.301,0.301,12,4,0
2025-01-10 04:45:00,9.69,9.96,65.5,67.9,2.8,3.54,0.411,0.454,12,4,0
2025-01-10 05:00:00,9.4,9.54,61.7,63.9,1.75,2.33,0.393,0.482,13,4,0
2025-01-10 05:15:00,9.51,9.91,54.3,54.5,1.51,1.91,0.122,0.176,13,4,0
2025-01-10 05:30:00,9.64,9.75,58.5,59.2,1.64,1.75,0.239,0.299,13,4,0
2025-01-10 05:45:00,9.38,10.05,58.3,62.0,1.38,2.46,0.28,0.288,13,4,0
2025-01-10 06:00:00,10.24,11.01,53.6,59.6,2.24,3.01,0.229,0.261,14,4,0
2025-01-10 06:15:00,9.69,10.09,59.2,61.0,1.69,2.28,0.272,0.272,14,4,0
2025-01-10 06:30:00,9.63,9.78,54.2,57.4,1.63,1.78,0.246,0.255,14,4,0
2025-01-10 06:45:00,9.36,9.8,54.7,58.6,1.36,1.8,0.316,0.425,14,4,0
2025-01-10 07:00:00,9.42,9.86,54.9,55.6,1.42,1.86,0.295,0.437,15,4,0
2025-01-10 07:15:00,8.73,9.1,52.0,53.5,0.73,1.1,0.167,0.172,15,4,0
2025-01-10 07:30:00,8.78,9.49,50.9,54.1,0.78,1.49,0.158,0.161,15,4,0
2025-01-10 07:45:00,8.05,8.74,54.2,55.4,0.05,0.74,0.279,0.354,15,4,0
2025-01-10 08:00:00,8.6,8.71,51.7,54.1,0.6,0.71,0.218,0.218,16,4,0
2025-01-10 08:15:00,8.27,8.82,53.6,54.4,0.27,0.82,0.238,0.329,16,4,0
2025-01-10 08:30:00,8.95,9.18,57.0,61.2,0.95,1.42,0.266,0.363,16,4,0
2025-01-10 08:45:00,8.5,9.18,54.7,57.9,0.5,1.18,0.255,0.299,16,4,0
2025-01-10 09:00:00,8.34,8.71,52.5,54.7,0.34,0.71,0.154,0.154,17,4,0
2025-01-10 09:15:00,8.01,8.43,62.3,66.3,0.48,1.7,0.377,0.452,17,4,0
2025-01-10 09:30:00,8.3,8.85,51.4,52.6,0.3,0.85,0.201,0.209,17,4,0
2025-01-10 09:45:00,8.93,9.3,56.9,59.9,0.93,1.3,0.296,0.296,17,4,0
2025-01-10 10:00:00,8.89,9.2,58.9,62.2,0.89,1.64,0.339,0.446,18,4,0
2025-01-10 10:15:00,9.18,9.29,58.6,61.8,1.18,1.66,0.413,0.413,18,4,0
2025-01-10 10:30:00,8.4,8.72,58.5,61.0,0.4,0.91,0.303,0.341,18,4,0
2025-01-10 10:45:00,8.39,8.43,55.5,56.7,0.39,0.43,0.263,0.278,18,4,0
2025-01-10 11:00:00,8.0,8.04,57.7,62.0,-0.0,0.43,0.233,0.274,19,4,0
2025-01-10 11:15:00,8.68,9.07,57.6,60.9,0.68,1.25,0.3,0.377,19,4,0
2025-01-10 11:30:00,7.82,7.87,61.7,61.7,0.16,0.21,0.305,0.374,19,4,0
2025-01-10 11:45:00,8.17,8.23,64.7,66.3,1.1,1.49,0.462,0.462,19,4,0
2025-01-10 12:00:00,8.04,8.33,63.3,64.2,0.7,1.18,0.328,0.336,20,4,0
2025-01-10 12:15:00,7.29,8.11,67.0,68.2,0.68,1.75,0.383,0.44,20,4,0
2025-01-10 12:30:00,6.67,7.17,63.2,66.0,-0.69,0.36,0.406,0.515,20,4,0
2025-01-10 12:45:00,7.47,7.67,63.1,66.6,0.09,0.99,0.345,0.383,20,4,0
2025-01-10 13:00:00,6.63,7.08,66.2,68.8,-0.13,0.83,0.513,0.531,21,4,0
2025-01-10 13:15:00,6.63,7.03,60.8,62.2,-1.22,-0.53,0.31,0.346,21,4,0
2025-01-10 13:30:00,7.11,7.13,70.7,72.8,1.24,1.69,0.588,0.615,21,4,0
2025-01-10 13:45:00,6.13,6.8,73.3,75.2,0.79,1.85,0.626,0.666,21,4,0
2025-01-10 14:00:00,5.86,6.42,74.1,75.9,0.67,1.59,0.61,0.742,22,4,0
2025-01-10 14:15:00,6.44,6.85,73.5,75.4,1.14,1.93,0.59,0.639,22,4,0
2025-01-10 14:30:00,6.36,6.43,75.6,80.6,1.47,2.56,0.673,0.737,22,4,0
2025-01-10 14:45:00,5.97,6.46,71.3,71.4,0.22,0.75,0.505,0.582,22,4,0
2025-01-10 15:00:00,6.6,7.09,70.5,72.9,0.71,1.67,0.423,0.464,23,4,0
2025-01-10 15:15:00,6.52,6.69,74.3,76.0,1.38,1.9,0.527,0.527,23,4,0
2025-01-10 15:30:00,5.98,6.16,80.3,84.1,2.03,2.97,0.672,0.672,23,4,0
2025-01-10 15:45:00,6.4,6.81,75.8,77.7,1.57,2.35,0.631,0.711,23,4,0
2025-01-10 16:00:00,6.06,6.27,84.6,89.0,2.98,4.07,0.649,0.779,0,5,1
2025-01-10 16:15:00,5.76,6.17,82.1,84.0,2.17,2.97,0.644,0.704,0,5,1
2025-01-10 16:30:00,4.98,5.0,82.0,83.6,1.38,1.72,0.697,0.749,0,5,1
2025-01-10 16:45:00,6.09,6.36,77.0,78.8,1.49,2.13,0.582,0.618,0,5,1
2025-01-10 17:00:00,5.19,5.33,77.4,82.2,0.68,1.77,0.657,0.657,1,5,1
2025-01-10 17:15:00,5.4,5.98,76.6,78.8,0.71,1.74,0.551,0.621,1,5,1
2025-01-10 17:30:00,5.51,5.68,77.7,78.8,1.06,1.44,0.62,0.622,1,5,1
2025-01-10 17:45:00,5.19,5.2,77.1,80.1,0.61,1.21,0.611,0.644,1,5,1
2025-01-10 18:00:00,5.24,5.84,77.8,79.0,0.8,1.65,0.687,0.694,2,5,1
2025-01-10 18:15:00,5.04,5.22,85.0,85.4,2.05,2.3,0.731,0.835,2,5,1
2025-01-10 18:30:00,5.11,5.72,85.2,86.1,2.16,2.93,0.737,0.77,2,5,1
2025-01-10 18:45:00,5.58,5.61,86.2,89.2,2.82,3.45,0.704,0.808,2,5,1
2025-01-10 19:00:00,5.37,6.01,85.2,85.7,2.41,3.15,0.733,0.773,3,5,1
2025-01-10 19:15:00,5.48,6.21,82.7,85.1,2.01,3.23,0.715,0.759,3,5,1
2025-01-10 19:30:00,6.14,6.45,83.8,84.2,2.89,3.29,0.714,0.738,3,5,1
2025-01-10 19:45:00,6.64,6.8,79.2,79.4,2.47,2.69,0.684,0.741,3,5,1
2025-01-10 20:00:00,6.43,6.58,79.7,80.1,2.38,2.61,0.586,0.613,4,5,1
2025-01-10 20:15:00,6.72,7.26,82.6,85.7,3.24,4.39,0.759,0.805,4,5,1
2025-01-10 20:30:00,6.83,6.89,77.3,80.6,2.29,3.02,0.591,0.706,4,5,1
2025-01-10 20:45:00,6.67,7.17,77.4,81.6,2.15,3.5,0.653,0.653,4,5,1
2025-01-10 21:00:00,6.66,7.17,83.5,84.7,3.37,4.1,0.663,0.76,5,5,1
2025-01-10 21:15:00,7.41,7.52,85.4,88.1,4.49,5.14,0.695,0.766,5,5,1
2025-01-10 21:30:00,7.23,7.7,86.6,88.8,4.55,5.46,0.811,0.877,5,5,1
2025-01-10 21:45:00,7.73,7.74,88.8,90.0,5.48,5.74,0.85,0.931,5,5,1
2025-01-10 22:00:00,7.51,7.67,78.9,80.7,3.29,3.81,0.703,0.771,6,5,1
2025-01-10 22:15:00,7.69,7.75,79.1,80.1,3.52,3.77,0.617,0.68,6,5,1
2025-01-10 22:30:00,8.0,8.23,74.9,75.1,2.98,3.26,0.558,0.558,6,5,1
2025-01-10 22:45:00,7.72,8.17,80.4,80.7,3.8,4.3,0.72,0.776,6,5,1
2025-01-10 23:00:00,7.92,7.98,76.0,79.1,3.11,3.8,0.549,0.549,7,5,1
2025-01-10 23:15:00,7.86,8.53,78.1,80.2,3.47,4.57,0.663,0.764,7,5,1
2025-01-10 23:30:00,7.77,8.13,76.8,80.4,3.14,4.21,0.579,0.691,7,5,1
2025-01-10 23:45:00,7.29,7.44,78.6,80.3,3.01,3.51,0.674,0.735,7,5,1
2025-01-11 00:00:00,7.01,7.43,77.2,78.9,2.45,3.2,0.588,0.588,8,5,1
2025-01-11 00:15:00,7.53,7.61,78.5,78.9,3.24,3.38,0.661,0.664,8,5,1
2025-01-11 00:30:00,7.55,7.87,76.2,77.1,2.78,3.29,0.674,0.756,8,5,1
2025-01-11 00:45:00,8.76,8.77,76.7,77.0,4.1,4.16,0.639,0.639,8,5,1
2025-01-11 01:00:00,8.08,8.62,74.1,75.3,2.91,3.68,0.671,0.671,9,5,1
2025-01-11 01:15:00,8.09,8.11,72.8,74.5,2.64,3.02,0.502,0.535,9,5,1
2025-01-11 01:30:00,8.1,8.52,71.6,74.3,2.43,3.37,0.4,0.4,9,5,1
2025-01-11 01:45:00,8.48,8.8,71.2,75.7,2.72,3.94,0.505,0.594,9,5,1
2025-01-11 02:00:00,8.14,8.46,71.5,72.7,2.43,2.99,0.564,0.593,10,5,1
2025-01-11 02:15:00,9.03,9.42,65.0,65.5,2.03,2.52,0.463,0.573,10,5,1
2025-01-11 02:30:00,9.94,9.97,66.4,70.0,3.21,3.97,0.37,0.404,10,5,1
2025-01-11 02:45:00,9.11,9.47,66.1,68.4,2.33,3.16,0.433,0.468,10,5,1
2025-01-11 03:00:00,8.83,9.33,66.7,69.3,2.17,3.2,0.384,0.398,11,5,1
2025-01-11 03:15:00,8.58,8.59,63.0,64.0,1.18,1.39,0.393,0.449,11,5,1
2025-01-11 03:30:00,8.46,8.98,60.5,61.5,0.56,1.29,0.376,0.468,11,5,1
2025-01-11 03:45:00,8.84,8.96,61.6,62.5,1.17,1.46,0.352,0.418,11,5,1
2025-01-11 04:00:00,8.94,9.22,62.7,64.6,1.49,2.14,0.384,0.384,12,5,1
2025-01-11 04:15:00,9.75,10.1,64.7,67.1,2.68,3.52,0.347,0.381,12,5,1
2025-01-11 04:30:00,9.03,9.66,62.0,65.4,1.43,2.75,0.379,0.422,12,5,1
2025-01-11 04:45:00,9.92,10.53,61.8,64.3,2.28,3.4,0.368,0.368,12,5,1
2025-01-11 05:00:00,10.43,10.47,62.2,64.3,2.87,3.33,0.317,0.364,13,5,1
2025-01-11 05:15:00,9.57,10.04,62.4,62.8,2.06,2.61,0.38,0.421,13,5,1
2025-01-11 05:30:00,9.92,10.58,63.9,65.3,2.69,3.64,0.376,0.39,13,5,1
2025-01-11 05:45:00,10.25,10.69,58.2,61.0,2.25,2.89,0.294,0.375,13,5,1
2025-01-11 06:00:00,9.53,9.94,60.9,62.9,1.7,2.52,0.373,0.443,14,5,1
2025-01-11 06:15:00,9.49,10.08,58.9,62.8,1.49,2.65,0.295,0.308,14,5,1
2025-01-11 06:30:00,9.84,10.59,53.7,54.2,1.84,2.59,0.22,0.305,14,5,1
2025-01-11 06:45:00,9.51,9.59,55.3,57.7,1.51,1.59,0.321,0.44,14,5,1
2025-01-11 07:00:00,9.29,9.68,49.7,50.5,1.29,1.68,0.064,0.104,15,5,1
2025-01-11 07:15:00,9.69,10.06,53.1,54.4,1.69,2.06,0.28,0.321,15,5,1
2025-01-11 07:30:00,8.88,9.22,49.5,54.3,0.88,1.22,0.166,0.179,15,5,1
2025-01-11 07:45:00,9.2,9.79,52.0,57.1,1.2,1.79,0.115,0.159,15,5,1
2025-01-11 08:00:00,9.65,10.15,51.9,53.3,1.65,2.15,0.163,0.171,16,5,1
2025-01-11 08:15:00,9.18,9.44,53.5,56.0,1.18,1.44,0.246,0.391,16,5,1
2025-01-11 08:30:00,9.58,9.76,55.8,58.0,1.58,1.76,0.272,0.272,16,5,1
2025-01-11 08:45:00,8.61,8.84,53.8,57.2,0.61,0.84,0.194,0.268,16,5,1
2025-01-11 09:00:00,8.71,8.93,56.3,57.7,0.71,0.93,0.28,0.384,17,5,1
2025-01-11 09:15:00,8.81,9.45,59.0,60.4,0.81,1.53,0.291,0.303,17,5,1
2025-01-11 09:30:00,8.57,9.28,56.1,58.6,0.57,1.28,0.296,0.431,17,5,1
2025-01-11 09:45:00,8.16,8.48,56.6,58.3,0.16,0.48,0.264,0.328,17,5,1
2025-01-11 10:00:00,8.52,8.8,58.1,62.6,0.52,1.31,0.291,0.291,18,5,1
2025-01-11 10:15:00,7.95,8.36,58.3,59.1,-0.05,0.36,0.267,0.267,18,5,1
2025-01-11 10:30:00,8.46,8.86,55.4,59.3,0.46,0.86,0.302,0.352,18,5,1
2025-01-11 10:45:00,6.71,7.62,61.3,62.6,-1.04,0.13,0.263,0.263,18,5,1
2025-01-11 11:00:00,8.01,8.1,59.9,61.8,0.01,0.46,0.395,0.432,19,5,1
2025-01-11 11:15:00,7.4,7.54,61.4,62.5,-0.31,0.04,0.398,0.481,19,5,1
2025-01-11 11:30:00,7.42,7.87,62.5,64.0,-0.08,0.67,0.341,0.391,19,5,1
2025-01-11 11:45:00,7.17,7.48,59.7,60.7,-0.83,-0.37,0.386,0.437,19,5,1
2025-01-11 12:00:00,7.21,7.48,62.0,64.7,-0.39,0.42,0.377,0.436,20,5,1
2025-01-11 12:15:00,6.55,7.46,61.1,63.4,-1.23,0.13,0.278,0.428,20,5,1
2025-01-11 12:30:00,6.72,7.13,63.1,64.1,-0.65,-0.06,0.325,0.327,20,5,1
2025-01-11 12:45:00,7.11,7.72,56.6,59.4,-0.89,-0.28,0.326,0.342,20,5,1
2025-01-11 13:00:00,7.09,8.0,61.4,63.4,-0.64,0.69,0.312,0.44,21,5,1
2025-01-11 13:15:00,6.13,6.87,63.0,65.9,-1.27,0.04,0.29,0.396,21,5,1
2025-01-11 13:30:00,6.76,7.11,62.9,64.7,-0.65,0.05,0.353,0.385,21,5,1
2025-01-11 13:45:00,6.82,7.47,62.2,65.2,-0.73,0.5,0.304,0.304,21,5,1
2025-01-11 14:00:00,6.3,7.22,70.1,72.8,0.32,1.79,0.488,0.563,22,5,1
2025-01-11 14:15:00,6.04,6.77,70.7,71.7,0.18,1.12,0.476,0.502,22,5,1
2025-01-11 14:30:00,6.09,6.23,72.2,74.9,0.52,1.2,0.59,0.602,22,5,1
2025-01-11 14:45:00,5.65,5.95,74.5,76.3,0.55,1.21,0.57,0.622,22,5,1
2025-01-11 15:00:00,5.89,5.91,73.0,75.4,0.49,1.0,0.492,0.58,23,5,1
2025-01-11 15:15:00,6.62,6.99,75.5,77.6,1.73,2.51,0.703,0.739,23,5,1
2025-01-11 15:30:00,6.56,6.86,73.1,75.6,1.19,1.98,0.655,0.746,23,5,1
2025-01-11 15:45:00,5.72,6.25,75.3,75.7,0.78,1.38,0.548,0.663,23,5,1
2025-01-11 16:00:00,6.33,6.8,76.7,77.6,1.66,2.33,0.56,0.624,0,6,1
2025-01-11 16:15:00,6.01,6.36,79.3,82.9,1.86,2.95,0.649,0.709,0,6,1
2025-01-11 16:30:00,5.08,5.13,77.9,80.9,0.66,1.32,0.646,0.775,0,6,1
2025-01-11 16:45:00,6.1,6.63,77.0,80.4,1.51,2.71,0.593,0.625,0,6,1
2025-01-11 17:00:00,5.32,5.77,79.0,82.6,1.12,2.29,0.694,0.7,1,6,1
2025-01-11 17:15:00,5.26,5.61,82.8,83.8,1.82,2.37,0.678,0.705,1,6,1
2025-01-11 17:30:00,5.73,6.32,82.6,84.4,2.26,3.19,0.723,0.74,1,6,1
2025-01-11 17:45:00,5.4,5.84,80.9,83.8,1.57,2.59,0.75,0.889,1,6,1
2025-01-11 18:00:00,5.98,6.01,82.4,83.3,2.46,2.68,0.728,0.876,2,6,1
2025-01-11 18:15:00,6.4,6.86,86.6,88.7,3.73,4.6,0.708,0.753,2,6,1
2025-01-11 18:30:00,5.92,6.05,86.1,88.4,3.13,3.73,0.777,0.785,2,6,1
2025-01-11 18:45:00,5.2,6.18,85.5,87.6,2.3,3.69,0.751,0.868,2,6,1
2025-01-11 19:00:00,5.77,6.29,86.8,90.3,3.14,4.34,0.817,0.817,3,6,1
2025-01-11 19:15:00,5.3,5.51,84.0,87.3,2.09,2.98,0.76,0.857,3,6,1
2025-01-11 19:30:00,6.59,7.37,84.5,86.3,3.49,4.62,0.727,0.802,3,6,1
2025-01-11 19:45:00,5.54,6.02,84.1,86.5,2.35,3.33,0.689,0.721,3,6,1
2025-01-11 20:00:00,6.07,6.38,84.5,85.0,2.97,3.37,0.649,0.663,4,6,1
2025-01-11 20:15:00,5.73,6.25,84.2,88.0,2.58,3.86,0.678,0.719,4,6,1
2025-01-11 20:30:00,5.65,5.94,86.6,89.5,2.97,3.84,0.754,0.835,4,6,1
2025-01-11 20:45:00,5.83,5.87,82.1,84.0,2.25,2.66,0.74,0.762,4,6,1
2025-01-11 21:00:00,5.52,6.11,78.4,83.8,1.2,2.87,0.631,0.632,5,6,1
2025-01-11 21:15:00,5.94,6.17,87.1,89.0,3.37,3.97,0.822,0.879,5,6,1
2025-01-11 21:30:00,6.57,6.82,83.0,85.6,3.17,3.95,0.739,0.818,5,6,1
2025-01-11 21:45:00,6.32,6.92,78.9,81.5,2.1,3.22,0.628,0.722,5,6,1
2025-01-11 22:00:00,6.97,7.75,84.8,88.0,3.93,5.35,0.655,0.655,6,6,1
2025-01-11 22:15:00,7.17,7.75,82.5,83.7,3.68,4.49,0.675,0.718,6,6,1
2025-01-11 22:30:00,7.39,8.05,79.7,81.2,3.33,4.28,0.621,0.658,6,6,1
2025-01-11 22:45:00,7.19,7.89,76.0,80.0,2.39,3.89,0.572,0.593,6,6,1
2025-01-11 23:00:00,7.52,7.6,78.4,81.0,3.2,3.8,0.581,0.631,7,6,1
2025-01-11 23:15:00,7.92,8.6,79.6,82.2,3.83,5.05,0.631,0.699,7,6,1
2025-01-11 23:30:00,7.5,8.19,79.2,80.9,3.34,4.37,0.775,0.821,7,6,1
2025-01-11 23:45:00,6.57,7.04,76.8,77.1,1.94,2.46,0.601,0.635,7,6,1
2025-01-12 00:00:00,7.12,7.59,77.2,77.3,2.55,3.05,0.687,0.719,8,6,1
2025-01-12 00:15:00,7.64,7.95,76.8,78.9,3.0,3.73,0.6,0.718,8,6,1
2025-01-12 00:30:00,6.59,6.64,74.3,78.5,1.45,2.34,0.563,0.586,8,6,1
2025-01-12 00:45:00,7.77,8.35,79.6,81.8,3.68,4.72,0.652,0.692,8,6,1
2025-01-12 01:00:00,7.13,7.85,74.0,76.7,1.94,3.19,0.554,0.578,9,6,1
2025-01-12 01:15:00,6.99,7.57,70.0,71.9,1.0,1.96,0.406,0.406,9,6,1
2025-01-12 01:30:00,7.87,8.56,65.8,67.2,1.04,1.99,0.357,0.462,9,6,1
2025-01-12 01:45:00,7.94,7.99,72.1,74.8,2.37,2.96,0.648,0.795,9,6,1
2025-01-12 02:00:00,8.16,8.52,68.2,71.9,1.8,2.89,0.45,0.507,10,6,1
2025-01-12 02:15:00,8.44,8.49,68.6,68.7,2.16,2.22,0.549,0.642,10,6,1
2025-01-12 02:30:00,9.01,9.31,65.3,66.6,2.07,2.64,0.375,0.375,10,6,1
2025-01-12 02:45:00,8.82,9.46,63.1,65.6,1.45,2.58,0.417,0.521,10,6,1
2025-01-12 03:00:00,9.16,9.77,68.8,70.0,2.91,3.76,0.512,0.606,11,6,1
2025-01-12 03:15:00,8.92,9.42,67.0,68.7,2.32,3.16,0.514,0.619,11,6,1
2025-01-12 03:30:00,8.94,9.46,66.4,67.3,2.23,2.92,0.542,0.71,11,6,1
2025-01-12 03:45:00,9.35,9.51,69.0,71.3,3.15,3.78,0.493,0.536,11,6,1
2025-01-12 04:00:00,9.01,9.33,65.4,68.3,2.1,2.98,0.493,0.559,12,6,1
2025-01-12 04:15:00,8.38,8.48,63.5,66.2,1.07,1.71,0.41,0.441,12,6,1
2025-01-12 04:30:00,9.28,9.72,61.7,63.3,1.62,2.37,0.264,0.335,12,6,1
2025-01-12 04:45:00,8.65,9.22,63.6,66.6,1.38,2.53,0.422,0.576,12,6,1
2025-01-12 05:00:00,9.24,9.3,59.1,62.6,1.24,1.82,0.365,0.37,13,6,1
2025-01-12 05:15:00,9.16,9.17,57.3,59.9,1.16,1.17,0.332,0.408,13,6,1
2025-01-12 05:30:00,8.63,9.14,58.7,59.5,0.63,1.14,0.248,0.345,13,6,1
