timestamp,q_cooling_forecast_kw_p50,q_cooling_forecast_kw_p90,ambient_temp_forecast_C,ambient_rh_forecast_pct
2025-01-13 13:15:00,1383.7,1463.7,6.07,68.8
2025-01-13 13:30:00,1404.3,1484.3,5.45,66.9
2025-01-13 13:45:00,1424.0,1504.0,5.59,70.9
2025-01-13 14:00:00,1373.0,1516.1,4.82,69.0
2025-01-13 14:15:00,1376.2,1456.2,5.62,73.4
2025-01-13 14:30:00,1442.2,1522.2,5.36,73.5
2025-01-13 14:45:00,1351.8,1494.0,5.28,67.1
2025-01-13 15:00:00,1389.2,1469.2,4.97,74.5
2025-01-13 15:15:00,1384.4,1464.4,4.9,78.2
2025-01-13 15:30:00,1441.3,1521.3,4.46,70.4
2025-01-13 15:45:00,1466.7,1546.7,4.75,75.2
2025-01-13 16:00:00,1385.0,1476.3,5.05,77.9
2025-01-13 16:15:00,1443.8,1523.8,4.96,77.8
2025-01-13 16:30:00,1394.5,1514.7,4.74,76.3
2025-01-13 16:45:00,1387.4,1495.7,5.48,83.1
2025-01-13 17:00:00,1417.2,1497.2,4.92,76.1
2025-01-13 17:15:00,1354.1,1475.3,4.63,86.4
2025-01-13 17:30:00,1391.8,1496.6,5.35,75.6
2025-01-13 17:45:00,1423.8,1581.4,4.8,84.1
2025-01-13 18:00:00,1441.5,1521.5,4.38,73.3
2025-01-13 18:15:00,1395.0,1475.0,4.7,80.5
2025-01-13 18:30:00,1357.5,1531.9,4.38,74.5
2025-01-13 18:45:00,1414.2,1500.3,3.48,79.8
2025-01-13 19:00:00,1430.4,1510.4,3.09,81.9
2025-01-13 19:15:00,1306.7,1386.7,4.78,84.4
2025-01-13 19:30:00,1292.8,1407.5,4.53,83.2
2025-01-13 19:45:00,1312.1,1392.1,6.25,81.6
2025-01-13 20:00:00,1382.5,1554.1,5.17,85.2
2025-01-13 20:15:00,1434.8,1514.8,5.65,96.6
2025-01-13 20:30:00,1360.9,1440.9,5.35,77.7
2025-01-13 20:45:00,1230.9,1373.2,4.15,88.5
2025-01-13 21:00:00,1310.4,1390.4,5.84,87.8
2025-01-13 21:15:00,1383.8,1463.8,4.97,83.8
2025-01-13 21:30:00,1445.2,1525.2,5.72,80.9
2025-01-13 21:45:00,1370.7,1450.7,6.3,86.0
2025-01-13 22:00:00,1327.1,1479.6,5.0,83.0
2025-01-13 22:15:00,1243.9,1544.8,6.11,78.4
2025-01-13 22:30:00,1344.7,1424.7,5.71,81.6
2025-01-13 22:45:00,1381.1,1461.1,6.44,82.3
2025-01-13 23:00:00,1340.2,1420.2,6.82,73.3
2025-01-13 23:15:00,1319.1,1399.1,5.61,66.1
2025-01-13 23:30:00,1418.5,1498.5,5.92,81.3
2025-01-13 23:45:00,1418.0,1498.0,6.31,73.8
2025-01-14 00:00:00,1543.5,1623.5,5.4,72.1
2025-01-14 00:15:00,1504.3,1584.3,7.04,67.5
2025-01-14 00:30:00,1655.4,1735.4,8.16,69.3
2025-01-14 00:45:00,1709.4,1947.9,8.11,65.5
2025-01-14 01:00:00,1730.8,1845.2,8.95,70.3
2025-01-14 01:15:00,1937.8,2017.8,9.09,57.6
2025-01-14 01:30:00,1886.6,1966.6,7.93,62.3
2025-01-14 01:45:00,1969.7,2049.7,8.66,76.9
2025-01-14 02:00:00,2012.1,2092.1,8.02,71.5
2025-01-14 02:15:00,2098.6,2250.2,7.79,66.3
2025-01-14 02:30:00,2121.2,2201.2,7.57,66.3
2025-01-14 02:45:00,2115.1,2195.1,8.95,67.9
2025-01-14 03:00:00,1994.7,2074.7,7.61,62.5
2025-01-14 03:15:00,1995.9,2075.9,9.07,63.8
2025-01-14 03:30:00,1941.7,2021.7,8.88,70.4
2025-01-14 03:45:00,1816.0,1896.0,9.76,74.0
2025-01-14 04:00:00,1786.4,1866.4,8.49,61.9
2025-01-14 04:15:00,1637.0,1736.2,8.45,60.4
2025-01-14 04:30:00,1395.1,1475.1,8.66,57.7
2025-01-14 04:45:00,1585.8,1665.8,8.63,55.3
2025-01-14 05:00:00,1523.0,1603.0,9.15,59.1
2025-01-14 05:15:00,1411.9,1491.9,9.87,54.0
2025-01-14 05:30:00,1398.9,1598.4,9.86,53.4
2025-01-14 05:45:00,1580.9,1660.9,8.61,60.2
2025-01-14 06:00:00,1541.4,1621.4,9.99,56.5
2025-01-14 06:15:00,1446.1,1526.1,9.44,51.8
2025-01-14 06:30:00,1331.8,1434.7,9.78,49.9
2025-01-14 06:45:00,1340.9,1456.6,8.9,57.6
2025-01-14 07:00:00,1355.1,1435.1,9.12,57.5
2025-01-14 07:15:00,1383.4,1463.4,9.16,63.1
2025-01-14 07:30:00,1451.4,1531.4,8.76,56.3
2025-01-14 07:45:00,1455.0,1535.0,8.71,53.6
2025-01-14 08:00:00,1463.4,1543.4,8.81,54.5
2025-01-14 08:15:00,1286.2,1490.3,8.49,51.6
2025-01-14 08:30:00,1478.5,1558.5,7.8,55.6
2025-01-14 08:45:00,1363.2,1527.1,7.56,49.5
2025-01-14 09:00:00,1436.9,1635.7,7.81,51.1
2025-01-14 09:15:00,1483.4,1563.4,8.02,51.8
2025-01-14 09:30:00,1497.9,1577.9,7.56,57.8
2025-01-14 09:45:00,1424.2,1504.2,8.12,52.6
2025-01-14 10:00:00,1480.8,1560.8,8.58,58.9
2025-01-14 10:15:00,1381.7,1461.7,8.24,57.8
2025-01-14 10:30:00,1459.0,1777.6,6.68,65.9
2025-01-14 10:45:00,1367.7,1683.2,7.56,61.2
2025-01-14 11:00:00,1352.9,1432.9,6.76,65.3
2025-01-14 11:15:00,1540.9,1620.9,6.22,63.3
2025-01-14 11:30:00,1442.2,1546.8,7.11,60.6
2025-01-14 11:45:00,1455.5,1673.8,6.41,57.2
2025-01-14 12:00:00,1432.2,1512.2,6.23,62.0
2025-01-14 12:15:00,1269.5,1421.7,6.54,62.1
2025-01-14 12:30:00,1421.6,1501.6,6.86,69.2
2025-01-14 12:45:00,1291.0,1430.6,6.1,60.3
2025-01-14 13:00:00,1372.8,1452.8,7.0,63.8
2025-01-14 13:15:00,1308.0,1425.4,5.74,63.1
2025-01-14 13:30:00,1338.6,1418.6,5.67,68.2
2025-01-14 13:45:00,1399.6,1496.1,6.01,77.1
2025-01-14 14:00:00,1450.2,1530.2,4.77,71.5
2025-01-14 14:15:00,1539.3,1619.3,5.49,71.0
2025-01-14 14:30:00,1422.5,1502.5,5.75,69.1
2025-01-14 14:45:00,1381.0,1500.3,5.45,67.7
2025-01-14 15:00:00,1374.8,1454.8,5.18,71.4
2025-01-14 15:15:00,1325.4,1405.4,6.12,72.4
2025-01-14 15:30:00,1208.8,1324.4,5.71,75.6
2025-01-14 15:45:00,1344.5,1446.4,4.26,81.9
2025-01-14 16:00:00,1334.6,1414.6,5.91,82.6
2025-01-14 16:15:00,1389.4,1469.4,5.95,82.9
2025-01-14 16:30:00,1367.8,1509.0,4.78,81.7
2025-01-14 16:45:00,1490.9,1570.9,4.18,76.9
2025-01-14 17:00:00,1386.0,1466.0,4.69,74.1
2025-01-14 17:15:00,1454.2,1534.2,4.08,76.1
2025-01-14 17:30:00,1335.6,1415.6,4.14,78.8
2025-01-14 17:45:00,1298.8,1378.8,4.75,75.3
2025-01-14 18:00:00,1443.5,1523.5,4.49,85.7
2025-01-14 18:15:00,1419.2,1535.4,4.3,84.3
2025-01-14 18:30:00,1385.7,1551.6,4.47,75.2
2025-01-14 18:45:00,1352.4,1453.9,4.05,84.9
2025-01-14 19:00:00,1506.7,1586.7,5.29,82.5
2025-01-14 19:15:00,1418.1,1498.1,4.87,88.3
2025-01-14 19:30:00,1445.8,1525.8,4.81,80.9
2025-01-14 19:45:00,1310.8,1508.4,4.77,84.7
2025-01-14 20:00:00,1502.7,1582.7,4.61,86.8
2025-01-14 20:15:00,1396.1,1476.1,5.2,89.4
2025-01-14 20:30:00,1337.4,1563.2,5.48,87.3
2025-01-14 20:45:00,1396.7,1476.7,6.41,86.5
2025-01-14 21:00:00,1333.9,1418.8,4.91,84.6
2025-01-14 21:15:00,1423.2,1503.2,5.63,91.5
2025-01-14 21:30:00,1380.0,1460.0,5.64,83.8
2025-01-14 21:45:00,1229.0,1309.0,6.08,80.4
2025-01-14 22:00:00,1313.0,1393.0,5.14,73.0
2025-01-14 22:15:00,1323.8,1403.8,5.04,83.5
2025-01-14 22:30:00,1291.8,1527.2,5.96,74.8
2025-01-14 22:45:00,1291.1,1430.1,5.83,80.2
2025-01-14 23:00:00,1406.1,1486.1,6.51,78.2
2025-01-14 23:15:00,1429.7,1542.3,6.34,80.1
2025-01-14 23:30:00,1502.4,1587.0,8.18,78.6
2025-01-14 23:45:00,1548.4,1628.4,8.1,80.5
2025-01-15 00:00:00,1582.9,1662.9,7.15,78.0
2025-01-15 00:15:00,1582.0,1719.8,7.88,80.8
2025-01-15 00:30:00,1785.9,1865.9,8.5,78.8
2025-01-15 00:45:00,1816.5,1896.5,7.03,68.4
2025-01-15 01:00:00,1941.4,2021.4,8.18,75.3
2025-01-15 01:15:00,1889.5,2011.7,8.76,81.3
2025-01-15 01:30:00,1951.8,2034.8,9.44,73.4
2025-01-15 01:45:00,2136.1,2216.1,8.73,81.0
2025-01-15 02:00:00,2193.7,2273.7,8.67,70.4
2025-01-15 02:15:00,1995.5,2075.5,8.67,68.2
2025-01-15 02:30:00,2189.2,2269.2,8.02,72.2
2025-01-15 02:45:00,2238.0,2318.0,8.7,68.2
2025-01-15 03:00:00,2112.2,2192.2,9.12,69.7
2025-01-15 03:15:00,2018.4,2178.5,9.66,64.4
2025-01-15 03:30:00,1927.9,2110.4,9.6,62.5
2025-01-15 03:45:00,1870.1,1950.1,8.45,64.6
2025-01-15 04:00:00,1753.8,1833.8,8.99,65.8
2025-01-15 04:15:00,1762.3,1842.3,9.11,54.6
2025-01-15 04:30:00,1463.9,1629.2,8.95,61.8
2025-01-15 04:45:00,1656.1,1736.1,8.57,61.3
2025-01-15 05:00:00,1518.2,1598.2,9.39,59.1
2025-01-15 05:15:00,1520.9,1600.9,9.0,65.9
2025-01-15 05:30:00,1577.0,1657.0,8.94,59.5
2025-01-15 05:45:00,1443.7,1546.4,9.87,57.4
2025-01-15 06:00:00,1546.0,1626.0,9.11,60.5
2025-01-15 06:15:00,1526.8,1606.8,9.99,61.3
2025-01-15 06:30:00,1486.6,1566.6,8.93,63.6
2025-01-15 06:45:00,1390.7,1470.7,9.1,58.8
2025-01-15 07:00:00,1478.1,1558.1,8.29,57.7
2025-01-15 07:15:00,1545.3,1625.3,9.29,55.0
2025-01-15 07:30:00,1438.5,1567.8,9.23,50.4
2025-01-15 07:45:00,1390.7,1470.7,8.5,58.6
2025-01-15 08:00:00,1356.7,1436.7,8.34,48.8
2025-01-15 08:15:00,1414.9,1494.9,7.63,55.8
2025-01-15 08:30:00,1409.1,1489.1,7.96,49.4
2025-01-15 08:45:00,1466.9,1546.9,7.7,62.7
2025-01-15 09:00:00,1363.0,1566.7,8.5,53.1
2025-01-15 09:15:00,1470.0,1550.0,9.04,59.5
2025-01-15 09:30:00,1352.6,1432.6,8.6,60.3
2025-01-15 09:45:00,1392.4,1472.4,7.68,57.6
2025-01-15 10:00:00,1402.7,1482.7,8.11,54.5
2025-01-15 10:15:00,1385.6,1465.6,7.68,52.3
2025-01-15 10:30:00,1392.5,1472.5,8.05,58.1
2025-01-15 10:45:00,1412.0,1492.0,8.38,50.6
2025-01-15 11:00:00,1303.9,1383.9,6.6,60.6
2025-01-15 11:15:00,1588.7,1668.7,6.8,64.0
2025-01-15 11:30:00,1387.3,1467.3,6.42,60.4
2025-01-15 11:45:00,1447.0,1527.0,6.23,69.0
2025-01-15 12:00:00,1433.7,1513.7,7.03,71.6
2025-01-15 12:15:00,1487.3,1567.3,7.43,69.7
2025-01-15 12:30:00,1485.3,1565.3,6.58,64.4
2025-01-15 12:45:00,1410.3,1490.3,7.25,62.7
2025-01-15 13:00:00,1378.9,1566.7,6.22,67.2
2025-01-15 13:15:00,1445.9,1555.1,6.99,68.1
2025-01-15 13:30:00,1432.0,1512.0,5.64,66.9
2025-01-15 13:45:00,1505.5,1585.5,5.26,79.3
2025-01-15 14:00:00,1430.4,1646.2,5.13,76.7
2025-01-15 14:15:00,1448.4,1528.4,5.37,70.2
2025-01-15 14:30:00,1480.6,1560.6,4.86,69.9
2025-01-15 14:45:00,1407.1,1487.1,5.08,69.2
2025-01-15 15:00:00,1341.9,1421.9,5.64,82.5
2025-01-15 15:15:00,1388.8,1468.8,5.42,70.2
2025-01-15 15:30:00,1432.6,1512.6,5.0,78.2
2025-01-15 15:45:00,1294.8,1446.0,6.24,79.4
2025-01-15 16:00:00,1368.5,1448.5,6.26,73.3
2025-01-15 16:15:00,1331.8,1411.8,4.8,75.3
2025-01-15 16:30:00,1338.6,1418.6,5.88,84.5
2025-01-15 16:45:00,1379.0,1459.0,4.73,78.4
2025-01-15 17:00:00,1383.2,1549.2,5.15,76.6
2025-01-15 17:15:00,1432.6,1512.6,5.57,76.8
2025-01-15 17:30:00,1330.3,1410.3,4.95,84.1
2025-01-15 17:45:00,1358.8,1438.8,5.31,81.9
2025-01-15 18:00:00,1415.7,1560.0,4.29,86.3
2025-01-15 18:15:00,1379.5,1549.0,5.49,85.3
2025-01-15 18:30:00,1440.6,1520.6,5.35,81.5
2025-01-15 18:45:00,1360.7,1477.9,4.7,90.5
2025-01-15 19:00:00,1335.6,1415.6,5.2,86.1
2025-01-15 19:15:00,1309.2,1389.2,4.91,84.8
2025-01-15 19:30:00,1199.9,1419.2,6.34,83.2
2025-01-15 19:45:00,1375.2,1455.2,5.7,83.1
2025-01-15 20:00:00,1481.4,1561.4,6.75,79.8
2025-01-15 20:15:00,1333.6,1460.1,6.24,83.9
2025-01-15 20:30:00,1487.8,1567.8,5.98,87.4
2025-01-15 20:45:00,1361.1,1451.1,6.04,87.1
2025-01-15 21:00:00,1389.3,1469.3,6.84,86.7
2025-01-15 21:15:00,1324.2,1404.2,6.88,80.2
2025-01-15 21:30:00,1389.3,1507.5,6.11,77.7
2025-01-15 21:45:00,1407.5,1487.5,5.51,88.4
2025-01-15 22:00:00,1214.3,1406.4,6.08,76.2
2025-01-15 22:15:00,1344.7,1437.5,6.61,86.4
2025-01-15 22:30:00,1463.5,1543.5,6.57,80.3
2025-01-15 22:45:00,1322.9,1458.7,7.44,85.1
2025-01-15 23:00:00,1295.8,1389.5,7.25,78.9
2025-01-15 23:15:00,1403.0,1602.8,7.49,81.1
2025-01-15 23:30:00,1403.8,1555.2,6.95,73.8
2025-01-15 23:45:00,1446.2,1526.2,8.04,80.2
2025-01-16 00:00:00,1555.3,1668.1,7.55,79.8
2025-01-16 00:15:00,1669.5,1749.5,8.38,77.1
2025-01-16 00:30:00,1767.4,1847.4,8.63,79.1
2025-01-16 00:45:00,1790.4,1885.6,9.15,76.0
2025-01-16 01:00:00,1927.7,2026.9,8.1,70.8
2025-01-16 01:15:00,1870.3,1950.3,9.08,80.2
2025-01-16 01:30:00,1931.6,2011.6,7.92,71.9
2025-01-16 01:45:00,2011.8,2092.9,8.45,78.7
2025-01-16 02:00:00,1984.3,2076.7,8.39,70.2
2025-01-16 02:15:00,2139.6,2219.6,10.62,71.2
2025-01-16 02:30:00,2041.3,2128.9,10.29,66.5
2025-01-16 02:45:00,2194.5,2274.5,9.79,59.5
2025-01-16 03:00:00,2175.2,2255.2,10.41,62.2
2025-01-16 03:15:00,2016.5,2096.5,9.84,63.3
2025-01-16 03:30:00,1972.8,2052.8,9.81,63.4
2025-01-16 03:45:00,1928.1,2095.7,9.68,53.5
2025-01-16 04:00:00,1873.0,1953.0,10.15,59.7
2025-01-16 04:15:00,1799.8,1897.1,10.3,66.5
2025-01-16 04:30:00,1756.4,1836.4,9.7,62.1
2025-01-16 04:45:00,1705.1,1785.1,9.22,66.2
2025-01-16 05:00:00,1567.4,1647.4,9.6,57.4
2025-01-16 05:15:00,1491.1,1586.2,9.93,59.7
2025-01-16 05:30:00,1580.7,1660.7,9.15,62.9
2025-01-16 05:45:00,1441.9,1544.8,9.24,54.4
2025-01-16 06:00:00,1562.6,1642.6,9.35,60.7
2025-01-16 06:15:00,1382.6,1462.6,9.72,60.4
2025-01-16 06:30:00,1401.3,1481.3,9.45,61.3
2025-01-16 06:45:00,1459.7,1583.6,8.84,60.7
2025-01-16 07:00:00,1403.4,1488.3,9.66,54.6
2025-01-16 07:15:00,1447.9,1527.9,8.89,62.7
2025-01-16 07:30:00,1349.1,1429.1,9.19,62.3
2025-01-16 07:45:00,1465.5,1545.5,8.86,55.1
2025-01-16 08:00:00,1405.4,1485.4,9.16,59.6
2025-01-16 08:15:00,1487.2,1567.2,9.85,56.9
2025-01-16 08:30:00,1521.8,1601.8,8.44,58.4
2025-01-16 08:45:00,1516.2,1703.3,9.44,58.5
2025-01-16 09:00:00,1470.5,1550.5,9.5,54.9
2025-01-16 09:15:00,1553.8,1633.8,9.9,50.0
2025-01-16 09:30:00,1397.0,1477.0,10.14,60.1
2025-01-16 09:45:00,1512.6,1592.6,8.12,53.5
2025-01-16 10:00:00,1290.6,1370.6,8.67,59.5
2025-01-16 10:15:00,1363.0,1646.8,8.05,54.7
2025-01-16 10:30:00,1340.7,1420.7,9.26,60.2
2025-01-16 10:45:00,1383.4,1463.4,7.68,62.0
2025-01-16 11:00:00,1451.0,1531.0,8.62,64.0
2025-01-16 11:15:00,1462.7,1542.7,6.74,59.5
2025-01-16 11:30:00,1400.0,1480.0,7.26,64.7
2025-01-16 11:45:00,1330.7,1495.3,8.13,69.3
2025-01-16 12:00:00,1210.3,1411.3,8.56,61.3
2025-01-16 12:15:00,1283.8,1363.8,7.47,65.3
2025-01-16 12:30:00,1361.4,1441.4,7.12,61.8
2025-01-16 12:45:00,1436.4,1516.4,8.49,58.5
2025-01-16 13:00:00,1455.1,1535.1,7.37,64.9
2025-01-16 13:15:00,1562.6,1642.6,7.37,66.4
2025-01-16 13:30:00,1553.5,1633.5,6.59,62.1
2025-01-16 13:45:00,1524.7,1604.7,6.68,70.3
2025-01-16 14:00:00,1391.3,1471.3,7.36,61.1
2025-01-16 14:15:00,1327.1,1407.1,6.37,64.5
2025-01-16 14:30:00,1314.8,1394.8,6.17,67.2
2025-01-16 14:45:00,1488.6,1568.6,6.44,71.9
2025-01-16 15:00:00,1382.7,1521.9,5.78,60.4
2025-01-16 15:15:00,1335.7,1415.7,5.84,78.3
2025-01-16 15:30:00,1351.7,1605.1,6.22,76.2
2025-01-16 15:45:00,1547.4,1627.4,5.99,67.7
2025-01-16 16:00:00,1392.3,1489.7,6.55,69.7
2025-01-16 16:15:00,1466.8,1546.8,6.51,75.0
2025-01-16 16:30:00,1532.1,1612.1,5.59,75.5
2025-01-16 16:45:00,1296.7,1418.1,6.46,76.8
2025-01-16 17:00:00,1291.5,1401.9,6.37,87.8
2025-01-16 17:15:00,1262.2,1342.2,5.85,81.6
2025-01-16 17:30:00,1330.9,1410.9,5.54,86.7
2025-01-16 17:45:00,1357.9,1437.9,6.57,82.6
2025-01-16 18:00:00,1402.6,1482.6,6.37,80.6
2025-01-16 18:15:00,1251.1,1426.4,5.44,79.5
2025-01-16 18:30:00,1446.0,1540.5,6.19,86.4
2025-01-16 18:45:00,1425.7,1505.7,5.72,79.7
2025-01-16 19:00:00,1426.0,1506.0,4.75,85.7
2025-01-16 19:15:00,1494.0,1574.0,5.21,90.4
2025-01-16 19:30:00,1408.6,1488.6,5.67,93.4
2025-01-16 19:45:00,1382.8,1505.7,6.06,88.9
2025-01-16 20:00:00,1501.2,1581.2,6.59,92.3
2025-01-16 20:15:00,1414.7,1494.7,5.77,95.2
2025-01-16 20:30:00,1371.2,1488.3,6.21,86.1
2025-01-16 20:45:00,1349.4,1429.4,6.8,88.8
2025-01-16 21:00:00,1398.6,1478.6,6.55,85.6
2025-01-16 21:15:00,1361.7,1441.7,6.53,92.1
2025-01-16 21:30:00,1325.7,1405.7,7.11,88.4
2025-01-16 21:45:00,1307.9,1481.5,6.58,88.7
2025-01-16 22:00:00,1392.1,1472.1,7.2,79.5
2025-01-16 22:15:00,1480.0,1590.9,7.09,83.3
2025-01-16 22:30:00,1340.7,1657.4,7.91,77.5
2025-01-16 22:45:00,1516.3,1596.3,7.8,82.9
2025-01-16 23:00:00,1403.6,1602.2,8.25,81.9
2025-01-16 23:15:00,1502.3,1582.3,8.33,88.0
2025-01-16 23:30:00,1497.5,1577.5,8.92,73.4
2025-01-16 23:45:00,1485.8,1579.3,8.8,78.6
2025-01-17 00:00:00,1365.5,1474.5,8.51,78.2
2025-01-17 00:15:00,1515.5,1595.5,7.72,75.9
2025-01-17 00:30:00,1611.4,1691.4,9.01,80.3
2025-01-17 00:45:00,1564.3,1738.0,9.04,77.6
2025-01-17 01:00:00,1859.6,1939.6,9.25,84.0
2025-01-17 01:15:00,1916.2,1996.2,8.74,73.1
2025-01-17 01:30:00,2005.1,2085.1,8.32,71.2
2025-01-17 01:45:00,2055.4,2162.2,8.98,69.5
2025-01-17 02:00:00,2158.4,2276.6,10.33,73.2
2025-01-17 02:15:00,2177.8,2321.0,9.42,65.8
2025-01-17 02:30:00,2325.9,2405.9,9.12,71.0
2025-01-17 02:45:00,2252.4,2332.4,9.29,62.0
2025-01-17 03:00:00,2121.9,2201.9,9.82,65.7
2025-01-17 03:15:00,2015.2,2095.2,10.19,66.2
2025-01-17 03:30:00,2037.6,2117.6,10.09,63.5
2025-01-17 03:45:00,1999.4,2079.4,9.88,59.4
2025-01-17 04:00:00,1748.6,1828.6,9.92,58.7
2025-01-17 04:15:00,1713.8,1834.6,10.2,66.7
2025-01-17 04:30:00,1570.1,1713.5,8.98,61.1
2025-01-17 04:45:00,1486.4,1610.4,10.44,66.7
2025-01-17 05:00:00,1462.1,1542.1,8.73,63.1
2025-01-17 05:15:00,1391.0,1528.6,9.5,60.6
2025-01-17 05:30:00,1450.6,1676.6,9.43,62.0
2025-01-17 05:45:00,1417.1,1497.1,9.77,66.2
2025-01-17 06:00:00,1370.4,1478.9,9.41,66.9
2025-01-17 06:15:00,1563.0,1643.0,10.33,64.5
2025-01-17 06:30:00,1537.2,1617.2,11.34,62.2
2025-01-17 06:45:00,1632.7,1712.7,11.7,55.7
2025-01-17 07:00:00,1570.9,1650.9,10.41,52.9
2025-01-17 07:15:00,1585.6,1665.6,10.88,53.9
2025-01-17 07:30:00,1491.9,1694.9,9.41,48.4
2025-01-17 07:45:00,1474.9,1554.9,10.0,60.4
2025-01-17 08:00:00,1382.8,1462.8,9.91,54.2
2025-01-17 08:15:00,1318.5,1401.1,9.32,46.8
2025-01-17 08:30:00,1291.6,1654.6,8.83,55.6
2025-01-17 08:45:00,1356.5,1507.4,9.47,52.9
2025-01-17 09:00:00,1315.2,1395.2,9.65,63.8
2025-01-17 09:15:00,1393.3,1540.0,8.44,50.0
2025-01-17 09:30:00,1473.8,1553.8,8.74,59.4
2025-01-17 09:45:00,1382.9,1462.9,8.92,57.1
2025-01-17 10:00:00,1381.7,1461.7,7.53,63.9
2025-01-17 10:15:00,1551.7,1631.7,9.08,56.9
2025-01-17 10:30:00,1509.1,1651.4,8.63,57.1
2025-01-17 10:45:00,1493.5,1573.5,8.36,62.9
2025-01-17 11:00:00,1409.4,1489.4,8.19,64.3
2025-01-17 11:15:00,1318.8,1398.8,8.31,66.1
2025-01-17 11:30:00,1392.4,1472.4,8.56,62.9
2025-01-17 11:45:00,1368.9,1448.9,9.19,61.5
2025-01-17 12:00:00,1416.4,1496.4,8.11,68.2
2025-01-17 12:15:00,1329.8,1438.8,7.64,60.6
2025-01-17 12:30:00,1414.1,1494.1,8.19,61.6
2025-01-17 12:45:00,1305.5,1385.5,7.53,70.0
2025-01-17 13:00:00,1379.5,1459.5,7.96,71.5
2025-01-17 13:15:00,1330.2,1421.9,7.78,67.8
2025-01-17 13:30:00,1476.5,1556.5,7.23,73.1
2025-01-17 13:45:00,1401.6,1525.4,5.49,68.8
2025-01-17 14:00:00,1392.6,1472.6,6.86,65.9
2025-01-17 14:15:00,1375.3,1455.3,6.33,64.9
2025-01-17 14:30:00,1475.7,1555.7,6.84,72.3
2025-01-17 14:45:00,1363.3,1538.9,6.84,80.9
2025-01-17 15:00:00,1439.1,1519.1,6.44,75.8
2025-01-17 15:15:00,1432.1,1613.6,7.29,74.4
2025-01-17 15:30:00,1424.8,1504.8,5.89,82.8
2025-01-17 15:45:00,1299.0,1379.0,6.54,84.7
2025-01-17 16:00:00,1293.2,1373.2,6.4,82.9
2025-01-17 16:15:00,1329.9,1437.1,6.8,87.3
2025-01-17 16:30:00,1322.1,1402.1,5.65,87.1
2025-01-17 16:45:00,1335.5,1415.5,5.88,79.5
2025-01-17 17:00:00,1318.6,1450.8,5.59,87.8
2025-01-17 17:15:00,1358.6,1470.6,6.06,87.4
2025-01-17 17:30:00,1316.8,1444.5,6.28,79.8
2025-01-17 17:45:00,1310.4,1390.4,6.96,78.4
2025-01-17 18:00:00,1258.6,1403.1,6.13,79.5
2025-01-17 18:15:00,1312.3,1392.3,7.17,76.6
2025-01-17 18:30:00,1418.5,1498.5,7.6,80.1
2025-01-17 18:45:00,1273.8,1373.5,7.16,75.4
2025-01-17 19:00:00,1310.1,1390.1,6.39,87.0
2025-01-17 19:15:00,1394.1,1474.1,6.39,86.7
2025-01-17 19:30:00,1350.3,1433.5,6.96,85.7
2025-01-17 19:45:00,1343.7,1423.7,6.88,81.4
2025-01-17 20:00:00,1316.6,1478.1,6.3,80.5
2025-01-17 20:15:00,1316.9,1396.9,6.11,84.0
2025-01-17 20:30:00,1269.0,1349.0,6.39,84.2
2025-01-17 20:45:00,1237.8,1505.2,6.88,88.5
2025-01-17 21:00:00,1382.9,1462.9,6.94,84.9
2025-01-17 21:15:00,1313.2,1447.1,6.3,84.4
2025-01-17 21:30:00,1263.4,1490.4,7.19,83.2
2025-01-17 21:45:00,1289.5,1479.1,7.92,89.3
2025-01-17 22:00:00,1244.5,1324.5,7.18,91.6
2025-01-17 22:15:00,1418.5,1498.5,7.52,83.9
2025-01-17 22:30:00,1312.0,1392.0,7.87,76.4
2025-01-17 22:45:00,1354.8,1434.8,7.96,83.5
2025-01-17 23:00:00,1322.0,1413.8,7.9,77.2
2025-01-17 23:15:00,1278.4,1358.4,7.47,81.7
2025-01-17 23:30:00,1363.4,1443.4,7.92,79.3
2025-01-17 23:45:00,1449.5,1529.5,7.62,80.0
2025-01-18 00:00:00,1502.4,1582.4,8.24,82.0
2025-01-18 00:15:00,1521.8,1605.2,7.49,84.7
2025-01-18 00:30:00,1549.2,1629.2,7.74,85.0
2025-01-18 00:45:00,1505.2,1585.2,8.34,76.5
2025-01-18 01:00:00,1496.8,1576.8,7.53,79.1
2025-01-18 01:15:00,1612.5,1692.5,8.82,77.2
2025-01-18 01:30:00,1681.4,1761.4,8.59,72.7
2025-01-18 01:45:00,1788.2,1868.2,8.58,72.0
2025-01-18 02:00:00,1827.4,1907.4,9.23,70.6
2025-01-18 02:15:00,1902.3,1982.3,8.66,71.2
2025-01-18 02:30:00,1852.7,1932.7,8.6,70.9
2025-01-18 02:45:00,1902.4,1982.4,9.84,59.8
2025-01-18 03:00:00,1710.0,1856.2,9.98,65.6
2025-01-18 03:15:00,1775.6,1855.6,10.18,67.0
2025-01-18 03:30:00,1772.6,1852.6,11.18,64.2
2025-01-18 03:45:00,1677.0,1772.0,10.3,61.5
2025-01-18 04:00:00,1667.3,1747.3,10.55,57.8
2025-01-18 04:15:00,1562.0,1645.3,10.95,66.1
2025-01-18 04:30:00,1475.9,1555.9,10.09,62.2
2025-01-18 04:45:00,1345.3,1425.3,9.55,64.2
2025-01-18 05:00:00,1390.9,1470.9,9.62,66.7
2025-01-18 05:15:00,1429.8,1535.9,10.02,60.6
